source,target,type,stage,weight
PROC_1983,학생부교과,REQUIRES,2,20.0
PROC_1983,수능,REQUIRES,2,80.0
PROC_1984,수능,REQUIRES,1,100.0
PROC_1984,학생부교과,REQUIRES,2,20.0
PROC_1984,수능,REQUIRES,2,80.0
PROC_1985,수능,REQUIRES,1,100.0
PROC_1985,학생부교과,REQUIRES,2,20.0
PROC_1985,수능,REQUIRES,2,80.0
PROC_1986,수능,REQUIRES,1,100.0
PROC_1986,학생부교과,REQUIRES,2,20.0
PROC_1986,수능,REQUIRES,2,80.0
PROC_1987,수능,REQUIRES,1,100.0
PROC_1987,학생부교과,REQUIRES,2,20.0
PROC_1987,수능,REQUIRES,2,80.0
PROC_1988,수능,REQUIRES,1,100.0
PROC_1988,학생부교과,REQUIRES,2,20.0
PROC_1988,수능,REQUIRES,2,80.0
PROC_1989,수능,REQUIRES,1,100.0
PROC_1989,학생부교과,REQUIRES,2,20.0
PROC_1989,수능,REQUIRES,2,80.0
PROC_1990,수능,REQUIRES,1,100.0
PROC_1990,학생부교과,REQUIRES,2,20.0
PROC_1990,수능,REQUIRES,2,80.0
PROC_1991,수능,REQUIRES,1,100.0
PROC_1991,학생부교과,REQUIRES,2,20.0
PROC_1991,수능,REQUIRES,2,80.0
PROC_1992,수능,REQUIRES,1,100.0
PROC_1992,학생부교과,REQUIRES,2,20.0
PROC_1992,수능,REQUIRES,2,80.0
PROC_1993,수능,REQUIRES,1,100.0
PROC_1993,학생부교과,REQUIRES,2,20.0
PROC_1993,수능,REQUIRES,2,80.0
PROC_1994,수능,REQUIRES,1,100.0
PROC_1994,학생부교과,REQUIRES,2,20.0
PROC_1994,수능,REQUIRES,2,80.0
PROC_1995,수능,REQUIRES,1,100.0
PROC_1995,학생부교과,REQUIRES,2,20.0
PROC_1995,수능,REQUIRES,2,80.0
PROC_1996,수능,REQUIRES,1,100.0
PROC_1996,수능,REQUIRES,2,80.0
PROC_1996,실기,REQUIRES,2,20.0
PROC_1997,수능,REQUIRES,1,100.0
PROC_1998,수능,REQUIRES,1,100.0
PROC_1999,수능,REQUIRES,1,100.0
PROC_2000,수능,REQUIRES,1,100.0
PROC_2001,수능,REQUIRES,1,100.0
PROC_2002,수능,REQUIRES,1,100.0
PROC_2003,수능,REQUIRES,1,100.0
PROC_2004,수능,REQUIRES,1,100.0
PROC_2005,수능,REQUIRES,1,100.0
PROC_2006,수능,REQUIRES,1,100.0
PROC_2007,수능,REQUIRES,1,100.0
PROC_2008,수능,REQUIRES,1,100.0
PROC_2009,수능,REQUIRES,1,100.0
PROC_2010,수능,REQUIRES,1,100.0
PROC_2011,수능,REQUIRES,1,100.0
PROC_2012,수능,REQUIRES,1,100.0
PROC_2013,수능,REQUIRES,1,100.0
PROC_2014,수능,REQUIRES,1,100.0
PROC_2015,수능,REQUIRES,1,100.0
PROC_2016,수능,REQUIRES,1,100.0
PROC_2017,수능,REQUIRES,1,100.0
PROC_2018,수능,REQUIRES,1,100.0
PROC_2019,수능,REQUIRES,1,100.0
PROC_2020,수능,REQUIRES,1,100.0
PROC_2021,수능,REQUIRES,1,100.0
PROC_2022,수능,REQUIRES,1,100.0
PROC_2023,수능,REQUIRES,1,100.0
PROC_2024,수능,REQUIRES,1,100.0
PROC_2025,수능,REQUIRES,1,100.0
PROC_2026,수능,REQUIRES,1,100.0
PROC_2027,수능,REQUIRES,1,100.0
PROC_2028,수능,REQUIRES,1,100.0
PROC_2029,수능,REQUIRES,1,100.0
PROC_2029,수능,REQUIRES,2,40.0
PROC_2029,면접,REQUIRES,2,10.0
PROC_2029,실기,REQUIRES,2,50.0
PROC_2030,수능,REQUIRES,1,100.0
PROC_2030,학생부교과,REQUIRES,2,20.0
PROC_2030,수능,REQUIRES,2,50.0
PROC_2030,실기,REQUIRES,2,30.0
PROC_2031,학생부교과,REQUIRES,1,10.0
PROC_2031,수능,REQUIRES,1,30.0
PROC_2031,실기,REQUIRES,1,60.0
PROC_2032,학생부교과,REQUIRES,1,10.0
PROC_2032,수능,REQUIRES,1,30.0
PROC_2032,실기,REQUIRES,1,60.0
PROC_2033,학생부교과,REQUIRES,1,10.0
PROC_2033,수능,REQUIRES,1,30.0
PROC_2033,실기,REQUIRES,1,60.0
PROC_2034,학생부교과,REQUIRES,1,10.0
PROC_2034,수능,REQUIRES,1,30.0
PROC_2034,실기,REQUIRES,1,60.0
PROC_2035,학생부교과,REQUIRES,1,10.0
PROC_2035,수능,REQUIRES,1,30.0
PROC_2035,실기,REQUIRES,1,60.0
PROC_2036,학생부교과,REQUIRES,1,10.0
PROC_2036,수능,REQUIRES,1,30.0
PROC_2036,실기,REQUIRES,1,60.0
PROC_2037,학생부교과,REQUIRES,1,10.0
PROC_2037,수능,REQUIRES,1,30.0
PROC_2037,실기,REQUIRES,1,60.0
PROC_2038,수능,REQUIRES,1,100.0
PROC_2038,수능,REQUIRES,2,30.0
PROC_2038,면접,REQUIRES,2,20.0
PROC_2038,실기,REQUIRES,2,50.0
PROC_2039,수능,REQUIRES,1,100.0
PROC_2040,수능,REQUIRES,1,100.0
PROC_2041,수능,REQUIRES,1,100.0
PROC_2042,수능,REQUIRES,1,100.0
PROC_2043,수능,REQUIRES,1,100.0
PROC_2044,수능,REQUIRES,1,100.0
PROC_2045,수능,REQUIRES,1,100.0
PROC_2046,수능,REQUIRES,1,100.0
PROC_2047,수능,REQUIRES,1,20.0
PROC_2047,실기,REQUIRES,1,80.0
PROC_2048,수능,REQUIRES,1,20.0
PROC_2048,실기,REQUIRES,1,80.0
PROC_2049,수능,REQUIRES,1,20.0
PROC_2049,실기,REQUIRES,1,80.0
PROC_2050,수능,REQUIRES,1,20.0
PROC_2050,실기,REQUIRES,1,80.0
PROC_2051,수능,REQUIRES,1,20.0
PROC_2051,실기,REQUIRES,1,80.0
PROC_2052,수능,REQUIRES,1,20.0
PROC_2052,실기,REQUIRES,1,80.0
PROC_2053,수능,REQUIRES,1,20.0
PROC_2053,실기,REQUIRES,1,80.0
PROC_2054,수능,REQUIRES,1,20.0
PROC_2054,실기,REQUIRES,1,80.0
PROC_2055,수능,REQUIRES,1,20.0
PROC_2055,실기,REQUIRES,1,80.0
PROC_2056,수능,REQUIRES,1,100.0
PROC_2057,수능,REQUIRES,1,100.0
PROC_2058,수능,REQUIRES,1,100.0
PROC_2059,수능,REQUIRES,1,100.0
PROC_2060,수능,REQUIRES,1,100.0
PROC_2061,수능,REQUIRES,1,100.0
PROC_2062,수능,REQUIRES,1,100.0
PROC_2063,수능,REQUIRES,1,100.0
PROC_2064,수능,REQUIRES,1,100.0
PROC_2065,수능,REQUIRES,1,100.0
PROC_2066,수능,REQUIRES,1,100.0
PROC_2067,수능,REQUIRES,1,100.0
PROC_2068,수능,REQUIRES,1,100.0
PROC_2069,수능,REQUIRES,1,100.0
PROC_2070,수능,REQUIRES,1,100.0
PROC_2071,수능,REQUIRES,1,100.0
PROC_2072,수능,REQUIRES,1,100.0
PROC_2073,수능,REQUIRES,1,100.0
PROC_2074,수능,REQUIRES,1,100.0
PROC_2075,수능,REQUIRES,1,100.0
PROC_2076,수능,REQUIRES,1,100.0
PROC_2077,수능,REQUIRES,1,100.0
PROC_2078,수능,REQUIRES,1,100.0
PROC_2079,수능,REQUIRES,1,100.0
PROC_2080,수능,REQUIRES,1,60.0
PROC_2080,실기,REQUIRES,1,40.0
PROC_2081,수능,REQUIRES,1,60.0
PROC_2081,실기,REQUIRES,1,40.0
PROC_2082,수능,REQUIRES,1,60.0
PROC_2082,실기,REQUIRES,1,40.0
PROC_2083,수능,REQUIRES,1,60.0
PROC_2083,실기,REQUIRES,1,40.0
PROC_2084,수능,REQUIRES,1,60.0
PROC_2084,실기,REQUIRES,1,40.0
PROC_2085,학생부교과,REQUIRES,1,32.0
PROC_2085,학생부비교과,REQUIRES,1,8.0
PROC_2085,수능,REQUIRES,1,60.0
PROC_2086,학생부교과,REQUIRES,1,32.0
PROC_2086,학생부비교과,REQUIRES,1,8.0
PROC_2086,수능,REQUIRES,1,60.0
PROC_2087,학생부교과,REQUIRES,1,32.0
PROC_2087,학생부비교과,REQUIRES,1,8.0
PROC_2087,수능,REQUIRES,1,60.0
PROC_2088,학생부교과,REQUIRES,1,32.0
PROC_2088,학생부비교과,REQUIRES,1,8.0
PROC_2088,수능,REQUIRES,1,60.0
PROC_2089,수능,REQUIRES,1,100.0
PROC_2090,수능,REQUIRES,1,100.0
PROC_2091,수능,REQUIRES,1,100.0
PROC_2092,수능,REQUIRES,1,100.0
PROC_2093,수능,REQUIRES,1,100.0
PROC_2094,수능,REQUIRES,1,100.0
PROC_2095,수능,REQUIRES,1,100.0
PROC_2096,수능,REQUIRES,1,100.0
PROC_2097,수능,REQUIRES,1,100.0
PROC_2098,수능,REQUIRES,1,20.0
PROC_2098,실기,REQUIRES,1,80.0
PROC_2099,수능,REQUIRES,1,100.0
PROC_2100,수능,REQUIRES,1,100.0
PROC_2101,수능,REQUIRES,1,100.0
PROC_2102,수능,REQUIRES,1,100.0
PROC_2103,수능,REQUIRES,1,100.0
PROC_2104,수능,REQUIRES,1,100.0
PROC_2105,수능,REQUIRES,1,20.0
PROC_2105,실기,REQUIRES,1,80.0
PROC_2106,수능,REQUIRES,1,100.0
PROC_2107,수능,REQUIRES,1,60.0
PROC_2107,실기,REQUIRES,1,40.0
PROC_2108,수능,REQUIRES,1,60.0
PROC_2108,실기,REQUIRES,1,40.0
PROC_2109,수능,REQUIRES,1,100.0
PROC_2110,수능,REQUIRES,1,100.0
PROC_2111,수능,REQUIRES,1,100.0
PROC_2112,수능,REQUIRES,1,100.0
PROC_2113,수능,REQUIRES,1,20.0
PROC_2113,실기,REQUIRES,1,80.0
PROC_2114,수능,REQUIRES,1,100.0
PROC_2115,수능,REQUIRES,1,100.0
PROC_2116,수능,REQUIRES,1,100.0
PROC_2117,수능,REQUIRES,1,100.0
PROC_2118,수능,REQUIRES,1,100.0
PROC_2119,수능,REQUIRES,1,100.0
PROC_2120,수능,REQUIRES,1,100.0
PROC_2121,수능,REQUIRES,1,100.0
PROC_2122,수능,REQUIRES,1,100.0
PROC_2123,수능,REQUIRES,1,100.0
PROC_2124,수능,REQUIRES,1,100.0
PROC_2125,수능,REQUIRES,1,100.0
PROC_2126,수능,REQUIRES,1,100.0
PROC_2127,수능,REQUIRES,1,100.0
PROC_2128,수능,REQUIRES,1,100.0
PROC_2129,수능,REQUIRES,1,100.0
PROC_2130,수능,REQUIRES,1,30.0
PROC_2130,실기,REQUIRES,1,70.0
PROC_2131,수능,REQUIRES,1,30.0
PROC_2131,실기,REQUIRES,1,70.0
PROC_2132,수능,REQUIRES,1,60.0
PROC_2132,실기,REQUIRES,1,40.0
PROC_2133,수능,REQUIRES,1,100.0
PROC_2134,수능,REQUIRES,1,100.0
PROC_2135,수능,REQUIRES,1,100.0
PROC_2136,수능,REQUIRES,1,100.0
PROC_2137,수능,REQUIRES,1,100.0
PROC_2138,수능,REQUIRES,1,100.0
PROC_2139,수능,REQUIRES,1,100.0
PROC_2140,수능,REQUIRES,1,100.0
PROC_2141,학생부교과,REQUIRES,1,20.0
PROC_2141,수능,REQUIRES,1,80.0
PROC_2142,수능,REQUIRES,1,100.0
PROC_2143,수능,REQUIRES,1,100.0
PROC_2144,수능,REQUIRES,1,100.0
PROC_2145,학생부교과,REQUIRES,1,20.0
PROC_2145,수능,REQUIRES,1,80.0
PROC_2146,학생부교과,REQUIRES,1,20.0
PROC_2146,수능,REQUIRES,1,80.0
PROC_2147,수능,REQUIRES,1,100.0
PROC_2148,학생부교과,REQUIRES,1,20.0
PROC_2148,수능,REQUIRES,1,80.0
PROC_2149,수능,REQUIRES,1,60.0
PROC_2149,실기,REQUIRES,1,40.0
PROC_2150,수능,REQUIRES,1,60.0
PROC_2150,실기,REQUIRES,1,40.0
PROC_2151,수능,REQUIRES,1,80.0
PROC_2151,실기,REQUIRES,1,20.0
PROC_2152,수능,REQUIRES,1,100.0
PROC_2153,수능,REQUIRES,1,100.0
PROC_2154,수능,REQUIRES,1,100.0
PROC_2155,수능,REQUIRES,1,100.0
PROC_2156,수능,REQUIRES,1,100.0
PROC_2157,수능,REQUIRES,1,100.0
PROC_2158,수능,REQUIRES,1,100.0
PROC_2159,수능,REQUIRES,1,100.0
PROC_2160,수능,REQUIRES,1,100.0
PROC_2161,수능,REQUIRES,1,100.0
PROC_2162,수능,REQUIRES,1,100.0
PROC_2163,수능,REQUIRES,1,100.0
PROC_2164,수능,REQUIRES,1,100.0
PROC_2165,수능,REQUIRES,1,100.0
PROC_2166,수능,REQUIRES,1,100.0
PROC_2167,수능,REQUIRES,1,100.0
PROC_2168,수능,REQUIRES,1,100.0
PROC_2169,수능,REQUIRES,1,100.0
PROC_2170,수능,REQUIRES,1,100.0
PROC_2171,수능,REQUIRES,1,100.0
PROC_2172,수능,REQUIRES,1,100.0
PROC_2173,수능,REQUIRES,1,100.0
PROC_2174,수능,REQUIRES,1,100.0
PROC_2175,수능,REQUIRES,1,100.0
PROC_2176,수능,REQUIRES,1,100.0
PROC_2177,수능,REQUIRES,1,100.0
PROC_2178,수능,REQUIRES,1,100.0
PROC_2179,수능,REQUIRES,1,100.0
PROC_2180,수능,REQUIRES,1,100.0
PROC_2181,수능,REQUIRES,1,100.0
PROC_2182,수능,REQUIRES,1,100.0
PROC_2183,수능,REQUIRES,1,100.0
PROC_2184,수능,REQUIRES,1,60.0
PROC_2184,실기,REQUIRES,1,40.0
PROC_2185,수능,REQUIRES,1,55.0
PROC_2185,실기,REQUIRES,1,45.0
PROC_2186,수능,REQUIRES,1,100.0
PROC_2187,수능,REQUIRES,1,100.0
PROC_2188,수능,REQUIRES,1,100.0
PROC_2189,수능,REQUIRES,1,100.0
PROC_2190,수능,REQUIRES,1,100.0
PROC_2191,수능,REQUIRES,1,100.0
PROC_2192,수능,REQUIRES,1,100.0
PROC_2193,수능,REQUIRES,1,100.0
PROC_2194,수능,REQUIRES,1,100.0
PROC_2195,수능,REQUIRES,1,100.0
PROC_2196,수능,REQUIRES,1,100.0
PROC_2197,수능,REQUIRES,1,100.0
PROC_2198,수능,REQUIRES,1,100.0
PROC_2199,수능,REQUIRES,1,100.0
PROC_2200,수능,REQUIRES,1,100.0
PROC_2201,수능,REQUIRES,1,100.0
PROC_2202,수능,REQUIRES,1,100.0
PROC_2203,수능,REQUIRES,1,100.0
PROC_2204,수능,REQUIRES,1,100.0
PROC_2205,수능,REQUIRES,1,100.0
PROC_2206,수능,REQUIRES,1,100.0
PROC_2207,수능,REQUIRES,1,100.0
PROC_2208,수능,REQUIRES,1,100.0
PROC_2209,수능,REQUIRES,1,100.0
PROC_2210,수능,REQUIRES,1,100.0
PROC_2211,수능,REQUIRES,1,100.0
PROC_2212,수능,REQUIRES,1,100.0
PROC_2213,수능,REQUIRES,1,100.0
PROC_2214,수능,REQUIRES,1,100.0
PROC_2215,수능,REQUIRES,1,100.0
PROC_2216,수능,REQUIRES,1,100.0
PROC_2217,수능,REQUIRES,1,100.0
PROC_2218,실기,REQUIRES,1,100.0
PROC_2219,수능,REQUIRES,1,100.0
PROC_2220,수능,REQUIRES,1,30.0
PROC_2220,실기,REQUIRES,1,70.0
PROC_2221,수능,REQUIRES,1,100.0
PROC_2222,수능,REQUIRES,1,100.0
PROC_2223,수능,REQUIRES,1,100.0
PROC_2224,수능,REQUIRES,1,100.0
PROC_2225,수능,REQUIRES,1,100.0
PROC_2226,학생부교과,REQUIRES,1,20.0
PROC_2226,수능,REQUIRES,1,50.0
PROC_2226,실기,REQUIRES,1,30.0
PROC_2227,학생부교과,REQUIRES,1,20.0
PROC_2227,수능,REQUIRES,1,50.0
PROC_2227,실기,REQUIRES,1,30.0
PROC_2228,학생부교과,REQUIRES,1,20.0
PROC_2228,수능,REQUIRES,1,50.0
PROC_2228,실기,REQUIRES,1,30.0
PROC_2229,학생부교과,REQUIRES,1,20.0
PROC_2229,수능,REQUIRES,1,50.0
PROC_2229,실기,REQUIRES,1,30.0
PROC_2230,학생부교과,REQUIRES,1,20.0
PROC_2230,수능,REQUIRES,1,50.0
PROC_2230,실기,REQUIRES,1,30.0
PROC_2231,학생부교과,REQUIRES,1,20.0
PROC_2231,수능,REQUIRES,1,50.0
PROC_2231,실기,REQUIRES,1,30.0
PROC_2232,학생부교과,REQUIRES,1,20.0
PROC_2232,수능,REQUIRES,1,50.0
PROC_2232,실기,REQUIRES,1,30.0
PROC_2233,학생부교과,REQUIRES,1,20.0
PROC_2233,수능,REQUIRES,1,50.0
PROC_2233,실기,REQUIRES,1,30.0
PROC_2234,학생부교과,REQUIRES,1,20.0
PROC_2234,수능,REQUIRES,1,50.0
PROC_2234,실기,REQUIRES,1,30.0
PROC_2235,학생부교과,REQUIRES,1,20.0
PROC_2235,수능,REQUIRES,1,50.0
PROC_2235,실기,REQUIRES,1,30.0
PROC_2236,학생부교과,REQUIRES,1,20.0
PROC_2236,수능,REQUIRES,1,50.0
PROC_2236,실기,REQUIRES,1,30.0
PROC_2237,학생부교과,REQUIRES,1,30.0
PROC_2237,수능,REQUIRES,1,70.0
PROC_2238,학생부교과,REQUIRES,1,30.0
PROC_2238,수능,REQUIRES,1,70.0
PROC_2239,학생부교과,REQUIRES,1,30.0
PROC_2239,수능,REQUIRES,1,70.0
PROC_2240,학생부교과,REQUIRES,1,30.0
PROC_2240,수능,REQUIRES,1,70.0
PROC_2241,학생부교과,REQUIRES,1,30.0
PROC_2241,수능,REQUIRES,1,70.0
PROC_2242,학생부교과,REQUIRES,1,30.0
PROC_2242,수능,REQUIRES,1,70.0
PROC_2243,학생부교과,REQUIRES,1,30.0
PROC_2243,수능,REQUIRES,1,70.0
PROC_2244,학생부교과,REQUIRES,1,30.0
PROC_2244,수능,REQUIRES,1,70.0
PROC_2245,실기,REQUIRES,1,100.0
PROC_2246,학생부교과,REQUIRES,1,10.0
PROC_2246,수능,REQUIRES,1,90.0
PROC_2247,학생부교과,REQUIRES,1,10.0
PROC_2247,수능,REQUIRES,1,90.0
PROC_2248,학생부교과,REQUIRES,1,10.0
PROC_2248,수능,REQUIRES,1,90.0
PROC_2249,학생부교과,REQUIRES,1,10.0
PROC_2249,수능,REQUIRES,1,90.0
PROC_2250,학생부교과,REQUIRES,1,10.0
PROC_2250,수능,REQUIRES,1,90.0
PROC_2251,수능,REQUIRES,1,100.0
PROC_2252,학생부교과,REQUIRES,1,10.0
PROC_2252,수능,REQUIRES,1,90.0
PROC_2253,학생부교과,REQUIRES,1,10.0
PROC_2253,수능,REQUIRES,1,90.0
PROC_2254,학생부교과,REQUIRES,1,10.0
PROC_2254,수능,REQUIRES,1,90.0
PROC_2255,학생부교과,REQUIRES,1,10.0
PROC_2255,수능,REQUIRES,1,90.0
PROC_2256,학생부교과,REQUIRES,1,10.0
PROC_2256,수능,REQUIRES,1,90.0
PROC_2257,학생부교과,REQUIRES,1,10.0
PROC_2257,수능,REQUIRES,1,90.0
PROC_2258,수능,REQUIRES,1,100.0
PROC_2259,수능,REQUIRES,1,100.0
PROC_2260,수능,REQUIRES,1,100.0
PROC_2261,수능,REQUIRES,1,100.0
PROC_2262,수능,REQUIRES,1,100.0
PROC_2263,수능,REQUIRES,1,100.0
PROC_2264,수능,REQUIRES,1,100.0
PROC_2265,수능,REQUIRES,1,100.0
PROC_2266,수능,REQUIRES,1,100.0
PROC_2267,수능,REQUIRES,1,100.0
PROC_2268,수능,REQUIRES,1,100.0
PROC_2269,수능,REQUIRES,1,100.0
PROC_2270,수능,REQUIRES,1,100.0
PROC_2271,수능,REQUIRES,1,100.0
PROC_2272,수능,REQUIRES,1,100.0
PROC_2273,수능,REQUIRES,1,20.0
PROC_2273,실기,REQUIRES,1,80.0
PROC_2274,수능,REQUIRES,1,40.0
PROC_2274,실기,REQUIRES,1,60.0
PROC_2275,수능,REQUIRES,1,30.0
PROC_2275,실기,REQUIRES,1,70.0
PROC_2276,수능,REQUIRES,1,20.0
PROC_2276,실기,REQUIRES,1,80.0
PROC_2277,수능,REQUIRES,1,20.0
PROC_2277,실기,REQUIRES,1,80.0
PROC_2278,수능,REQUIRES,1,20.0
PROC_2278,실기,REQUIRES,1,80.0
PROC_2279,수능,REQUIRES,1,20.0
PROC_2279,실기,REQUIRES,1,80.0
PROC_2280,수능,REQUIRES,1,20.0
PROC_2280,실기,REQUIRES,1,80.0
PROC_2281,수능,REQUIRES,1,10.0
PROC_2281,실기,REQUIRES,1,90.0
PROC_2282,수능,REQUIRES,1,10.0
PROC_2282,실기,REQUIRES,1,90.0
PROC_2283,수능,REQUIRES,1,10.0
PROC_2283,실기,REQUIRES,1,90.0
PROC_2284,수능,REQUIRES,1,10.0
PROC_2284,실기,REQUIRES,1,90.0
PROC_2285,수능,REQUIRES,1,10.0
PROC_2285,실기,REQUIRES,1,90.0
PROC_2286,수능,REQUIRES,1,10.0
PROC_2286,실기,REQUIRES,1,90.0
PROC_2287,수능,REQUIRES,1,10.0
PROC_2287,실기,REQUIRES,1,90.0
PROC_2288,수능,REQUIRES,1,10.0
PROC_2288,실기,REQUIRES,1,90.0
PROC_2289,수능,REQUIRES,1,10.0
PROC_2289,실기,REQUIRES,1,90.0
PROC_2290,수능,REQUIRES,1,10.0
PROC_2290,실기,REQUIRES,1,90.0
PROC_2291,수능,REQUIRES,1,10.0
PROC_2291,실기,REQUIRES,1,90.0
PROC_2292,수능,REQUIRES,1,10.0
PROC_2292,실기,REQUIRES,1,90.0
PROC_2293,수능,REQUIRES,1,10.0
PROC_2293,실기,REQUIRES,1,90.0
PROC_2294,수능,REQUIRES,1,10.0
PROC_2294,실기,REQUIRES,1,90.0
PROC_2295,수능,REQUIRES,1,10.0
PROC_2295,실기,REQUIRES,1,90.0
PROC_2296,수능,REQUIRES,1,10.0
PROC_2296,실기,REQUIRES,1,90.0
PROC_2297,수능,REQUIRES,1,10.0
PROC_2297,실기,REQUIRES,1,90.0
PROC_2298,수능,REQUIRES,1,10.0
PROC_2298,실기,REQUIRES,1,90.0
PROC_2299,수능,REQUIRES,1,10.0
PROC_2299,실기,REQUIRES,1,90.0
PROC_2300,수능,REQUIRES,1,10.0
PROC_2300,실기,REQUIRES,1,90.0
PROC_2301,수능,REQUIRES,1,30.0
PROC_2301,실기,REQUIRES,1,70.0
PROC_2302,수능,REQUIRES,1,10.0
PROC_2302,실기,REQUIRES,1,90.0
PROC_2303,수능,REQUIRES,1,10.0
PROC_2303,실기,REQUIRES,1,90.0
PROC_2304,수능,REQUIRES,1,100.0
PROC_2305,수능,REQUIRES,1,100.0
PROC_2306,수능,REQUIRES,1,100.0
PROC_2307,수능,REQUIRES,1,100.0
PROC_2308,수능,REQUIRES,1,100.0
PROC_2309,수능,REQUIRES,1,100.0
PROC_2310,수능,REQUIRES,1,100.0
PROC_2311,수능,REQUIRES,1,100.0
PROC_2312,수능,REQUIRES,1,100.0
PROC_2313,수능,REQUIRES,1,100.0
PROC_2314,수능,REQUIRES,1,100.0
PROC_2315,수능,REQUIRES,1,100.0
PROC_2316,수능,REQUIRES,1,100.0
PROC_2317,수능,REQUIRES,1,100.0
PROC_2318,수능,REQUIRES,1,100.0
PROC_2319,수능,REQUIRES,1,100.0
PROC_2320,수능,REQUIRES,1,100.0
PROC_2321,수능,REQUIRES,1,100.0
PROC_2322,수능,REQUIRES,1,100.0
PROC_2323,수능,REQUIRES,1,100.0
PROC_2324,수능,REQUIRES,1,100.0
PROC_2325,수능,REQUIRES,1,100.0
PROC_2326,수능,REQUIRES,1,100.0
PROC_2327,수능,REQUIRES,1,100.0
PROC_2328,수능,REQUIRES,1,100.0
PROC_2329,수능,REQUIRES,1,100.0
PROC_2330,수능,REQUIRES,1,100.0
PROC_2331,수능,REQUIRES,1,100.0
PROC_2332,수능,REQUIRES,1,100.0
PROC_2333,수능,REQUIRES,1,100.0
PROC_2334,수능,REQUIRES,1,100.0
PROC_2335,수능,REQUIRES,1,100.0
PROC_2336,수능,REQUIRES,1,100.0
PROC_2337,수능,REQUIRES,1,100.0
PROC_2338,수능,REQUIRES,1,100.0
PROC_2339,수능,REQUIRES,1,100.0
PROC_2340,수능,REQUIRES,1,100.0
PROC_2341,수능,REQUIRES,1,60.0
PROC_2341,실기,REQUIRES,1,40.0
PROC_2342,수능,REQUIRES,1,30.0
PROC_2342,실기,REQUIRES,1,70.0
PROC_2343,수능,REQUIRES,1,30.0
PROC_2343,실기,REQUIRES,1,70.0
PROC_2344,수능,REQUIRES,1,30.0
PROC_2344,실기,REQUIRES,1,70.0
PROC_2345,수능,REQUIRES,1,60.0
PROC_2345,실기,REQUIRES,1,40.0
PROC_2346,수능,REQUIRES,1,20.0
PROC_2346,실기,REQUIRES,1,80.0
PROC_2347,수능,REQUIRES,1,60.0
PROC_2347,실기,REQUIRES,1,40.0
PROC_2348,수능,REQUIRES,1,40.0
PROC_2348,실기,REQUIRES,1,60.0
PROC_2349,수능,REQUIRES,1,60.0
PROC_2349,실기,REQUIRES,1,40.0
PROC_2350,수능,REQUIRES,1,20.0
PROC_2350,실기,REQUIRES,1,80.0
PROC_2351,수능,REQUIRES,1,60.0
PROC_2351,실기,REQUIRES,1,40.0
PROC_2352,수능,REQUIRES,1,30.0
PROC_2352,실기,REQUIRES,1,70.0
PROC_2353,수능,REQUIRES,1,30.0
PROC_2353,실기,REQUIRES,1,70.0
PROC_2354,수능,REQUIRES,1,100.0
PROC_2355,수능,REQUIRES,1,100.0
PROC_2356,수능,REQUIRES,1,100.0
PROC_2357,수능,REQUIRES,1,100.0
PROC_2358,수능,REQUIRES,1,100.0
PROC_2359,수능,REQUIRES,1,100.0
PROC_2360,수능,REQUIRES,1,100.0
PROC_2361,수능,REQUIRES,1,100.0
PROC_2362,수능,REQUIRES,1,100.0
PROC_2363,수능,REQUIRES,1,100.0
PROC_2364,수능,REQUIRES,1,100.0
PROC_2365,수능,REQUIRES,1,100.0
PROC_2366,수능,REQUIRES,1,100.0
PROC_2367,수능,REQUIRES,1,100.0
PROC_2368,수능,REQUIRES,1,100.0
PROC_2369,수능,REQUIRES,1,100.0
PROC_2370,수능,REQUIRES,1,100.0
PROC_2371,수능,REQUIRES,1,100.0
PROC_2372,수능,REQUIRES,1,100.0
PROC_2373,수능,REQUIRES,1,100.0
PROC_2374,수능,REQUIRES,1,100.0
PROC_2375,수능,REQUIRES,1,100.0
PROC_2376,수능,REQUIRES,1,100.0
PROC_2377,수능,REQUIRES,1,100.0
PROC_2378,수능,REQUIRES,1,100.0
PROC_2379,수능,REQUIRES,1,100.0
PROC_2380,수능,REQUIRES,1,100.0
PROC_2381,수능,REQUIRES,1,100.0
PROC_2382,수능,REQUIRES,1,100.0
PROC_2383,수능,REQUIRES,1,100.0
PROC_2384,수능,REQUIRES,1,100.0
PROC_2385,수능,REQUIRES,1,100.0
PROC_2386,수능,REQUIRES,1,100.0
PROC_2387,수능,REQUIRES,1,100.0
PROC_2388,수능,REQUIRES,1,100.0
PROC_2389,수능,REQUIRES,1,100.0
PROC_2390,수능,REQUIRES,1,100.0
PROC_2391,수능,REQUIRES,1,100.0
PROC_2392,수능,REQUIRES,1,100.0
PROC_2393,수능,REQUIRES,1,100.0
PROC_2394,수능,REQUIRES,1,100.0
PROC_2395,수능,REQUIRES,1,100.0
PROC_2396,수능,REQUIRES,1,100.0
PROC_2397,수능,REQUIRES,1,100.0
PROC_2398,수능,REQUIRES,1,100.0
PROC_2399,수능,REQUIRES,1,100.0
PROC_2400,수능,REQUIRES,1,100.0
PROC_2401,수능,REQUIRES,1,100.0
PROC_2402,수능,REQUIRES,1,100.0
PROC_2403,수능,REQUIRES,1,100.0
PROC_2404,수능,REQUIRES,1,100.0
PROC_2405,수능,REQUIRES,1,100.0
PROC_2406,수능,REQUIRES,1,100.0
