source,target,type,stage,weight
PROC_5701,학생부교과,REQUIRES,1,10.0
PROC_5701,수능,REQUIRES,1,90.0
PROC_5702,학생부교과,REQUIRES,1,10.0
PROC_5702,수능,REQUIRES,1,90.0
PROC_5703,수능,REQUIRES,1,100.0
PROC_5704,면접,REQUIRES,1,40.0
PROC_5704,서류,REQUIRES,1,60.0
PROC_5705,면접,REQUIRES,1,40.0
PROC_5705,서류,REQUIRES,1,60.0
PROC_5706,면접,REQUIRES,1,40.0
PROC_5706,서류,REQUIRES,1,60.0
PROC_5707,학생부교과,REQUIRES,1,36.0
PROC_5707,학생부비교과,REQUIRES,1,4.0
PROC_5707,수능,REQUIRES,1,60.0
PROC_5708,학생부교과,REQUIRES,1,36.0
PROC_5708,학생부비교과,REQUIRES,1,4.0
PROC_5708,수능,REQUIRES,1,60.0
PROC_5709,학생부교과,REQUIRES,1,36.0
PROC_5709,학생부비교과,REQUIRES,1,4.0
PROC_5709,수능,REQUIRES,1,60.0
PROC_5710,학생부교과,REQUIRES,1,36.0
PROC_5710,학생부비교과,REQUIRES,1,4.0
PROC_5710,수능,REQUIRES,1,60.0
PROC_5711,수능,REQUIRES,1,100.0
PROC_5712,학생부교과,REQUIRES,1,36.0
PROC_5712,학생부비교과,REQUIRES,1,4.0
PROC_5712,수능,REQUIRES,1,60.0
PROC_5713,수능,REQUIRES,1,100.0
PROC_5714,수능,REQUIRES,1,100.0
PROC_5715,수능,REQUIRES,1,100.0
PROC_5716,수능,REQUIRES,1,100.0
PROC_5717,수능,REQUIRES,1,100.0
PROC_5718,수능,REQUIRES,1,100.0
PROC_5719,수능,REQUIRES,1,100.0
PROC_5720,수능,REQUIRES,1,100.0
PROC_5721,수능,REQUIRES,1,100.0
PROC_5722,수능,REQUIRES,1,100.0
PROC_5723,수능,REQUIRES,1,100.0
PROC_5724,수능,REQUIRES,1,100.0
PROC_5725,수능,REQUIRES,1,100.0
PROC_5726,수능,REQUIRES,1,100.0
PROC_5727,수능,REQUIRES,1,100.0
PROC_5728,수능,REQUIRES,1,100.0
PROC_5729,수능,REQUIRES,1,100.0
PROC_5730,수능,REQUIRES,1,100.0
PROC_5731,수능,REQUIRES,1,100.0
PROC_5732,수능,REQUIRES,1,100.0
PROC_5733,수능,REQUIRES,1,100.0
PROC_5734,수능,REQUIRES,1,100.0
PROC_5735,수능,REQUIRES,1,100.0
PROC_5736,수능,REQUIRES,1,100.0
PROC_5737,수능,REQUIRES,1,100.0
PROC_5738,수능,REQUIRES,1,100.0
PROC_5739,수능,REQUIRES,1,100.0
PROC_5740,수능,REQUIRES,1,100.0
PROC_5741,수능,REQUIRES,1,100.0
PROC_5742,수능,REQUIRES,1,100.0
PROC_5743,수능,REQUIRES,1,100.0
PROC_5744,수능,REQUIRES,1,100.0
PROC_5745,수능,REQUIRES,1,100.0
PROC_5746,수능,REQUIRES,1,100.0
PROC_5747,수능,REQUIRES,1,100.0
PROC_5748,수능,REQUIRES,1,100.0
PROC_5749,수능,REQUIRES,1,100.0
PROC_5750,수능,REQUIRES,1,100.0
PROC_5751,수능,REQUIRES,1,100.0
PROC_5752,수능,REQUIRES,1,100.0
PROC_5753,수능,REQUIRES,1,100.0
PROC_5754,수능,REQUIRES,1,100.0
PROC_5755,수능,REQUIRES,1,100.0
PROC_5756,수능,REQUIRES,1,100.0
PROC_5757,수능,REQUIRES,1,100.0
PROC_5758,수능,REQUIRES,1,100.0
PROC_5759,수능,REQUIRES,1,100.0
PROC_5760,수능,REQUIRES,1,100.0
PROC_5761,수능,REQUIRES,1,100.0
PROC_5762,수능,REQUIRES,1,100.0
PROC_5763,수능,REQUIRES,1,100.0
PROC_5764,수능,REQUIRES,1,100.0
PROC_5765,수능,REQUIRES,1,100.0
PROC_5766,수능,REQUIRES,1,100.0
PROC_5767,수능,REQUIRES,1,100.0
PROC_5768,수능,REQUIRES,1,100.0
PROC_5769,수능,REQUIRES,1,100.0
PROC_5770,수능,REQUIRES,1,100.0
PROC_5771,수능,REQUIRES,1,100.0
PROC_5772,수능,REQUIRES,1,100.0
PROC_5773,수능,REQUIRES,1,100.0
PROC_5774,수능,REQUIRES,1,100.0
PROC_5775,수능,REQUIRES,1,100.0
PROC_5776,수능,REQUIRES,1,100.0
PROC_5777,수능,REQUIRES,1,100.0
PROC_5778,수능,REQUIRES,1,100.0
PROC_5779,수능,REQUIRES,1,100.0
PROC_5780,수능,REQUIRES,1,100.0
PROC_5781,수능,REQUIRES,1,100.0
PROC_5782,학생부교과,REQUIRES,1,100.0
PROC_5783,수능,REQUIRES,1,100.0
PROC_5784,수능,REQUIRES,1,100.0
PROC_5785,학생부교과,REQUIRES,1,100.0
PROC_5786,수능,REQUIRES,1,100.0
PROC_5787,수능,REQUIRES,1,100.0
PROC_5788,수능,REQUIRES,1,100.0
PROC_5789,수능,REQUIRES,1,100.0
PROC_5790,수능,REQUIRES,1,100.0
PROC_5791,수능,REQUIRES,1,100.0
PROC_5792,수능,REQUIRES,1,100.0
PROC_5793,수능,REQUIRES,1,100.0
PROC_5794,수능,REQUIRES,1,100.0
PROC_5795,수능,REQUIRES,1,100.0
PROC_5796,수능,REQUIRES,1,100.0
PROC_5797,수능,REQUIRES,1,100.0
PROC_5798,수능,REQUIRES,1,100.0
PROC_5799,수능,REQUIRES,1,100.0
PROC_5800,수능,REQUIRES,1,100.0
PROC_5801,수능,REQUIRES,1,100.0
PROC_5802,수능,REQUIRES,1,100.0
PROC_5803,수능,REQUIRES,1,100.0
PROC_5804,수능,REQUIRES,1,100.0
PROC_5805,수능,REQUIRES,1,100.0
PROC_5806,수능,REQUIRES,1,100.0
PROC_5807,수능,REQUIRES,1,100.0
PROC_5808,수능,REQUIRES,1,100.0
PROC_5809,수능,REQUIRES,1,100.0
PROC_5810,수능,REQUIRES,1,100.0
PROC_5811,수능,REQUIRES,1,100.0
PROC_5812,수능,REQUIRES,1,100.0
PROC_5813,수능,REQUIRES,1,100.0
PROC_5814,수능,REQUIRES,1,100.0
PROC_5815,수능,REQUIRES,1,100.0
PROC_5816,수능,REQUIRES,1,100.0
PROC_5817,수능,REQUIRES,1,100.0
PROC_5818,수능,REQUIRES,1,100.0
PROC_5819,수능,REQUIRES,1,100.0
PROC_5820,수능,REQUIRES,1,100.0
PROC_5821,수능,REQUIRES,1,100.0
PROC_5822,수능,REQUIRES,1,100.0
PROC_5823,수능,REQUIRES,1,100.0
PROC_5824,수능,REQUIRES,1,100.0
PROC_5825,수능,REQUIRES,1,100.0
PROC_5826,수능,REQUIRES,1,77.0
PROC_5826,면접,REQUIRES,1,23.0
PROC_5827,수능,REQUIRES,1,77.0
PROC_5827,면접,REQUIRES,1,23.0
PROC_5828,수능,REQUIRES,1,77.0
PROC_5828,면접,REQUIRES,1,23.0
PROC_5829,학생부비교과,REQUIRES,1,10.0
PROC_5829,수능,REQUIRES,1,90.0
PROC_5830,학생부비교과,REQUIRES,1,10.0
PROC_5830,수능,REQUIRES,1,90.0
PROC_5831,학생부비교과,REQUIRES,1,10.0
PROC_5831,수능,REQUIRES,1,90.0
PROC_5832,학생부비교과,REQUIRES,1,10.0
PROC_5832,수능,REQUIRES,1,90.0
PROC_5833,학생부비교과,REQUIRES,1,10.0
PROC_5833,수능,REQUIRES,1,90.0
PROC_5834,학생부비교과,REQUIRES,1,10.0
PROC_5834,수능,REQUIRES,1,90.0
PROC_5835,학생부비교과,REQUIRES,1,10.0
PROC_5835,수능,REQUIRES,1,90.0
PROC_5836,학생부비교과,REQUIRES,1,10.0
PROC_5836,수능,REQUIRES,1,90.0
PROC_5837,학생부비교과,REQUIRES,1,10.0
PROC_5837,수능,REQUIRES,1,90.0
PROC_5838,학생부비교과,REQUIRES,1,10.0
PROC_5838,수능,REQUIRES,1,90.0
PROC_5839,학생부비교과,REQUIRES,1,10.0
PROC_5839,수능,REQUIRES,1,90.0
PROC_5840,학생부비교과,REQUIRES,1,10.0
PROC_5840,수능,REQUIRES,1,90.0
PROC_5841,학생부비교과,REQUIRES,1,10.0
PROC_5841,수능,REQUIRES,1,90.0
PROC_5842,학생부비교과,REQUIRES,1,10.0
PROC_5842,수능,REQUIRES,1,90.0
PROC_5843,학생부비교과,REQUIRES,1,10.0
PROC_5843,수능,REQUIRES,1,90.0
PROC_5844,학생부비교과,REQUIRES,1,10.0
PROC_5844,수능,REQUIRES,1,90.0
PROC_5845,학생부비교과,REQUIRES,1,10.0
PROC_5845,수능,REQUIRES,1,90.0
PROC_5846,학생부비교과,REQUIRES,1,10.0
PROC_5846,수능,REQUIRES,1,90.0
PROC_5847,학생부비교과,REQUIRES,1,10.0
PROC_5847,수능,REQUIRES,1,90.0
PROC_5848,학생부비교과,REQUIRES,1,10.0
PROC_5848,수능,REQUIRES,1,90.0
PROC_5849,학생부비교과,REQUIRES,1,10.0
PROC_5849,수능,REQUIRES,1,90.0
PROC_5850,학생부비교과,REQUIRES,1,10.0
PROC_5850,수능,REQUIRES,1,90.0
PROC_5851,학생부비교과,REQUIRES,1,10.0
PROC_5851,수능,REQUIRES,1,90.0
PROC_5852,서류,REQUIRES,1,100.0
PROC_5853,서류,REQUIRES,1,100.0
PROC_5854,서류,REQUIRES,1,100.0
PROC_5855,실기,REQUIRES,1,100.0
PROC_5856,학생부교과,REQUIRES,1,100.0
PROC_5857,수능,REQUIRES,1,100.0
PROC_5858,수능,REQUIRES,1,100.0
PROC_5859,수능,REQUIRES,1,100.0
PROC_5860,수능,REQUIRES,1,100.0
PROC_5861,수능,REQUIRES,1,100.0
PROC_5862,수능,REQUIRES,1,100.0
PROC_5863,수능,REQUIRES,1,100.0
PROC_5864,수능,REQUIRES,1,100.0
PROC_5865,수능,REQUIRES,1,100.0
PROC_5866,수능,REQUIRES,1,100.0
PROC_5867,수능,REQUIRES,1,100.0
PROC_5868,수능,REQUIRES,1,100.0
PROC_5869,수능,REQUIRES,1,100.0
PROC_5870,수능,REQUIRES,1,100.0
PROC_5871,수능,REQUIRES,1,100.0
PROC_5872,수능,REQUIRES,1,20.0
PROC_5872,실기,REQUIRES,1,80.0
PROC_5873,학생부교과,REQUIRES,1,100.0
PROC_5874,학생부교과,REQUIRES,1,100.0
PROC_5875,학생부교과,REQUIRES,1,100.0
PROC_5876,학생부교과,REQUIRES,1,100.0
PROC_5877,학생부교과,REQUIRES,1,100.0
PROC_5878,학생부교과,REQUIRES,1,100.0
PROC_5879,학생부교과,REQUIRES,1,100.0
PROC_5880,학생부교과,REQUIRES,1,100.0
PROC_5881,학생부교과,REQUIRES,1,100.0
PROC_5882,학생부교과,REQUIRES,1,100.0
PROC_5883,학생부교과,REQUIRES,1,100.0
PROC_5884,학생부교과,REQUIRES,1,100.0
PROC_5885,학생부교과,REQUIRES,1,100.0
PROC_5886,학생부교과,REQUIRES,1,100.0
PROC_5887,학생부교과,REQUIRES,1,100.0
PROC_5888,학생부교과,REQUIRES,1,100.0
PROC_5889,학생부교과,REQUIRES,1,100.0
PROC_5890,서류,REQUIRES,1,100.0
PROC_5891,학생부교과,REQUIRES,1,100.0
PROC_5892,학생부교과,REQUIRES,1,100.0
PROC_5893,학생부교과,REQUIRES,1,100.0
PROC_5894,학생부교과,REQUIRES,1,100.0
PROC_5895,학생부교과,REQUIRES,1,100.0
PROC_5896,학생부교과,REQUIRES,1,100.0
PROC_5897,학생부교과,REQUIRES,1,100.0
PROC_5898,학생부교과,REQUIRES,1,100.0
PROC_5899,학생부교과,REQUIRES,1,100.0
PROC_5900,학생부교과,REQUIRES,1,100.0
PROC_5901,학생부교과,REQUIRES,1,100.0
PROC_5902,학생부교과,REQUIRES,1,100.0
PROC_5903,학생부교과,REQUIRES,1,100.0
PROC_5904,학생부교과,REQUIRES,1,100.0
PROC_5905,학생부교과,REQUIRES,1,100.0
PROC_5906,학생부교과,REQUIRES,1,100.0
PROC_5907,학생부교과,REQUIRES,1,100.0
PROC_5908,학생부교과,REQUIRES,1,100.0
PROC_5909,학생부교과,REQUIRES,1,100.0
PROC_5910,학생부교과,REQUIRES,1,100.0
PROC_5911,학생부교과,REQUIRES,1,100.0
PROC_5912,학생부교과,REQUIRES,1,100.0
PROC_5913,학생부교과,REQUIRES,1,100.0
PROC_5914,학생부교과,REQUIRES,1,100.0
PROC_5915,학생부교과,REQUIRES,1,100.0
PROC_5916,학생부교과,REQUIRES,1,100.0
PROC_5917,학생부교과,REQUIRES,1,100.0
PROC_5918,학생부교과,REQUIRES,1,100.0
PROC_5919,학생부교과,REQUIRES,1,100.0
PROC_5920,학생부교과,REQUIRES,1,100.0
PROC_5921,학생부교과,REQUIRES,1,100.0
PROC_5922,학생부교과,REQUIRES,1,100.0
PROC_5923,학생부교과,REQUIRES,1,100.0
PROC_5924,수능,REQUIRES,1,100.0
PROC_5925,학생부교과,REQUIRES,1,100.0
PROC_5926,학생부교과,REQUIRES,1,100.0
PROC_5927,학생부교과,REQUIRES,1,100.0
PROC_5928,학생부교과,REQUIRES,1,100.0
PROC_5929,학생부교과,REQUIRES,1,100.0
PROC_5930,학생부교과,REQUIRES,1,100.0
PROC_5931,학생부교과,REQUIRES,1,100.0
PROC_5932,학생부교과,REQUIRES,1,100.0
PROC_5933,학생부교과,REQUIRES,1,16.0
PROC_5933,학생부비교과,REQUIRES,1,4.0
PROC_5933,수능,REQUIRES,1,80.0
PROC_5934,학생부교과,REQUIRES,1,16.0
PROC_5934,학생부비교과,REQUIRES,1,4.0
PROC_5934,수능,REQUIRES,1,80.0
PROC_5935,학생부교과,REQUIRES,1,16.0
PROC_5935,학생부비교과,REQUIRES,1,4.0
PROC_5935,수능,REQUIRES,1,80.0
PROC_5936,수능,REQUIRES,1,100.0
PROC_5937,학생부교과,REQUIRES,1,16.0
PROC_5937,학생부비교과,REQUIRES,1,4.0
PROC_5937,수능,REQUIRES,1,80.0
PROC_5938,학생부교과,REQUIRES,1,16.0
PROC_5938,학생부비교과,REQUIRES,1,4.0
PROC_5938,수능,REQUIRES,1,80.0
PROC_5939,학생부교과,REQUIRES,1,16.0
PROC_5939,학생부비교과,REQUIRES,1,4.0
PROC_5939,수능,REQUIRES,1,80.0
PROC_5940,학생부교과,REQUIRES,1,16.0
PROC_5940,학생부비교과,REQUIRES,1,4.0
PROC_5940,수능,REQUIRES,1,80.0
PROC_5941,학생부교과,REQUIRES,1,16.0
PROC_5941,학생부비교과,REQUIRES,1,4.0
PROC_5941,수능,REQUIRES,1,80.0
PROC_5942,학생부교과,REQUIRES,1,16.0
PROC_5942,학생부비교과,REQUIRES,1,4.0
PROC_5942,수능,REQUIRES,1,80.0
PROC_5943,학생부교과,REQUIRES,1,16.0
PROC_5943,학생부비교과,REQUIRES,1,4.0
PROC_5943,수능,REQUIRES,1,80.0
PROC_5944,학생부교과,REQUIRES,1,16.0
PROC_5944,학생부비교과,REQUIRES,1,4.0
PROC_5944,수능,REQUIRES,1,80.0
PROC_5945,학생부교과,REQUIRES,1,16.0
PROC_5945,학생부비교과,REQUIRES,1,4.0
PROC_5945,수능,REQUIRES,1,80.0
PROC_5946,학생부교과,REQUIRES,1,16.0
PROC_5946,학생부비교과,REQUIRES,1,4.0
PROC_5946,수능,REQUIRES,1,80.0
PROC_5947,학생부교과,REQUIRES,1,16.0
PROC_5947,학생부비교과,REQUIRES,1,4.0
PROC_5947,수능,REQUIRES,1,80.0
PROC_5948,학생부교과,REQUIRES,1,16.0
PROC_5948,학생부비교과,REQUIRES,1,4.0
PROC_5948,수능,REQUIRES,1,80.0
PROC_5949,학생부교과,REQUIRES,1,16.0
PROC_5949,학생부비교과,REQUIRES,1,4.0
PROC_5949,수능,REQUIRES,1,80.0
PROC_5950,학생부교과,REQUIRES,1,16.0
PROC_5950,학생부비교과,REQUIRES,1,4.0
PROC_5950,수능,REQUIRES,1,80.0
PROC_5951,학생부교과,REQUIRES,1,16.0
PROC_5951,학생부비교과,REQUIRES,1,4.0
PROC_5951,수능,REQUIRES,1,80.0
PROC_5952,학생부교과,REQUIRES,1,16.0
PROC_5952,학생부비교과,REQUIRES,1,4.0
PROC_5952,수능,REQUIRES,1,80.0
PROC_5953,학생부교과,REQUIRES,1,16.0
PROC_5953,학생부비교과,REQUIRES,1,4.0
PROC_5953,수능,REQUIRES,1,80.0
PROC_5954,학생부교과,REQUIRES,1,16.0
PROC_5954,학생부비교과,REQUIRES,1,4.0
PROC_5954,수능,REQUIRES,1,80.0
PROC_5955,학생부교과,REQUIRES,1,16.0
PROC_5955,학생부비교과,REQUIRES,1,4.0
PROC_5955,수능,REQUIRES,1,80.0
PROC_5956,학생부교과,REQUIRES,1,16.0
PROC_5956,학생부비교과,REQUIRES,1,4.0
PROC_5956,수능,REQUIRES,1,80.0
PROC_5957,학생부교과,REQUIRES,1,16.0
PROC_5957,학생부비교과,REQUIRES,1,4.0
PROC_5957,수능,REQUIRES,1,80.0
PROC_5958,학생부교과,REQUIRES,1,16.0
PROC_5958,학생부비교과,REQUIRES,1,4.0
PROC_5958,수능,REQUIRES,1,80.0
PROC_5959,학생부교과,REQUIRES,1,16.0
PROC_5959,학생부비교과,REQUIRES,1,4.0
PROC_5959,수능,REQUIRES,1,80.0
PROC_5960,학생부교과,REQUIRES,1,16.0
PROC_5960,학생부비교과,REQUIRES,1,4.0
PROC_5960,수능,REQUIRES,1,80.0
PROC_5961,학생부교과,REQUIRES,1,16.0
PROC_5961,학생부비교과,REQUIRES,1,4.0
PROC_5961,수능,REQUIRES,1,80.0
PROC_5962,학생부교과,REQUIRES,1,16.0
PROC_5962,학생부비교과,REQUIRES,1,4.0
PROC_5962,수능,REQUIRES,1,80.0
PROC_5963,학생부교과,REQUIRES,1,16.0
PROC_5963,학생부비교과,REQUIRES,1,4.0
PROC_5963,수능,REQUIRES,1,80.0
PROC_5964,학생부교과,REQUIRES,1,16.0
PROC_5964,학생부비교과,REQUIRES,1,4.0
PROC_5964,수능,REQUIRES,1,80.0
PROC_5965,학생부교과,REQUIRES,1,16.0
PROC_5965,학생부비교과,REQUIRES,1,4.0
PROC_5965,수능,REQUIRES,1,80.0
PROC_5966,학생부교과,REQUIRES,1,16.0
PROC_5966,학생부비교과,REQUIRES,1,4.0
PROC_5966,수능,REQUIRES,1,80.0
PROC_5967,학생부교과,REQUIRES,1,16.0
PROC_5967,학생부비교과,REQUIRES,1,4.0
PROC_5967,수능,REQUIRES,1,80.0
PROC_5968,학생부교과,REQUIRES,1,16.0
PROC_5968,학생부비교과,REQUIRES,1,4.0
PROC_5968,수능,REQUIRES,1,80.0
PROC_5969,학생부교과,REQUIRES,1,16.0
PROC_5969,학생부비교과,REQUIRES,1,4.0
PROC_5969,수능,REQUIRES,1,80.0
PROC_5970,학생부교과,REQUIRES,1,16.0
PROC_5970,학생부비교과,REQUIRES,1,4.0
PROC_5970,수능,REQUIRES,1,80.0
PROC_5971,학생부교과,REQUIRES,1,16.0
PROC_5971,학생부비교과,REQUIRES,1,4.0
PROC_5971,수능,REQUIRES,1,80.0
PROC_5972,학생부교과,REQUIRES,1,16.0
PROC_5972,학생부비교과,REQUIRES,1,4.0
PROC_5972,수능,REQUIRES,1,80.0
PROC_5973,수능,REQUIRES,1,100.0
PROC_5974,수능,REQUIRES,1,100.0
PROC_5975,수능,REQUIRES,1,100.0
PROC_5976,서류,REQUIRES,1,100.0
PROC_5977,수능,REQUIRES,1,100.0
PROC_5978,수능,REQUIRES,1,100.0
PROC_5979,수능,REQUIRES,1,100.0
PROC_5980,수능,REQUIRES,1,100.0
PROC_5981,수능,REQUIRES,1,100.0
PROC_5982,수능,REQUIRES,1,100.0
PROC_5983,수능,REQUIRES,1,100.0
PROC_5984,수능,REQUIRES,1,100.0
PROC_5985,수능,REQUIRES,1,100.0
PROC_5986,수능,REQUIRES,1,100.0
PROC_5987,학생부교과,REQUIRES,1,100.0
PROC_5988,학생부교과,REQUIRES,1,100.0
PROC_5989,학생부교과,REQUIRES,1,100.0
PROC_5990,학생부교과,REQUIRES,1,100.0
PROC_5991,학생부교과,REQUIRES,1,100.0
PROC_5992,학생부교과,REQUIRES,1,100.0
PROC_5993,학생부교과,REQUIRES,1,100.0
PROC_5994,학생부교과,REQUIRES,1,100.0
PROC_5995,학생부교과,REQUIRES,1,100.0
PROC_5996,학생부교과,REQUIRES,1,100.0
PROC_5997,학생부교과,REQUIRES,1,100.0
PROC_5998,학생부교과,REQUIRES,1,100.0
PROC_5999,학생부교과,REQUIRES,1,100.0
PROC_6000,학생부교과,REQUIRES,1,100.0
PROC_6001,수능,REQUIRES,1,100.0
PROC_6002,수능,REQUIRES,1,100.0
PROC_6003,학생부교과,REQUIRES,1,100.0
PROC_6003,학생부교과,REQUIRES,2,70.0
PROC_6003,면접,REQUIRES,2,30.0
PROC_6004,학생부교과,REQUIRES,1,100.0
PROC_6004,학생부교과,REQUIRES,2,70.0
PROC_6004,면접,REQUIRES,2,30.0
PROC_6005,학생부교과,REQUIRES,1,100.0
PROC_6005,학생부교과,REQUIRES,2,70.0
PROC_6005,면접,REQUIRES,2,30.0
PROC_6006,학생부교과,REQUIRES,1,100.0
PROC_6006,학생부교과,REQUIRES,2,70.0
PROC_6006,면접,REQUIRES,2,30.0
PROC_6007,학생부교과,REQUIRES,1,100.0
PROC_6008,학생부교과,REQUIRES,1,100.0
PROC_6009,학생부교과,REQUIRES,1,100.0
PROC_6010,학생부교과,REQUIRES,1,100.0
PROC_6011,학생부교과,REQUIRES,1,100.0
PROC_6012,학생부교과,REQUIRES,1,100.0
PROC_6013,학생부교과,REQUIRES,1,100.0
PROC_6014,학생부교과,REQUIRES,1,100.0
PROC_6015,학생부교과,REQUIRES,1,100.0
PROC_6016,학생부교과,REQUIRES,1,100.0
PROC_6017,학생부교과,REQUIRES,1,100.0
PROC_6018,학생부교과,REQUIRES,1,100.0
PROC_6019,학생부교과,REQUIRES,1,100.0
PROC_6020,학생부교과,REQUIRES,1,100.0
PROC_6021,학생부교과,REQUIRES,1,100.0
PROC_6022,학생부교과,REQUIRES,1,100.0
PROC_6023,학생부교과,REQUIRES,1,100.0
PROC_6024,학생부교과,REQUIRES,1,100.0
PROC_6025,학생부교과,REQUIRES,1,100.0
PROC_6026,학생부교과,REQUIRES,1,100.0
PROC_6027,학생부교과,REQUIRES,1,100.0
PROC_6028,학생부교과,REQUIRES,1,100.0
PROC_6029,학생부교과,REQUIRES,1,100.0
PROC_6030,학생부교과,REQUIRES,1,100.0
PROC_6031,학생부교과,REQUIRES,1,100.0
PROC_6032,학생부교과,REQUIRES,1,100.0
PROC_6033,수능,REQUIRES,1,100.0
PROC_6034,수능,REQUIRES,1,100.0
PROC_6035,수능,REQUIRES,1,100.0
PROC_6036,수능,REQUIRES,1,100.0
PROC_6037,수능,REQUIRES,1,100.0
PROC_6038,수능,REQUIRES,1,100.0
PROC_6039,수능,REQUIRES,1,100.0
PROC_6040,수능,REQUIRES,1,100.0
PROC_6041,수능,REQUIRES,1,100.0
PROC_6042,수능,REQUIRES,1,100.0
PROC_6043,수능,REQUIRES,1,100.0
PROC_6044,수능,REQUIRES,1,100.0
PROC_6045,수능,REQUIRES,1,100.0
PROC_6046,수능,REQUIRES,1,100.0
PROC_6047,수능,REQUIRES,1,100.0
PROC_6048,수능,REQUIRES,1,100.0
PROC_6049,수능,REQUIRES,1,80.0
PROC_6049,면접,REQUIRES,1,20.0
PROC_6050,수능,REQUIRES,1,100.0
PROC_6051,수능,REQUIRES,1,100.0
PROC_6052,수능,REQUIRES,1,100.0
PROC_6053,수능,REQUIRES,1,100.0
PROC_6054,수능,REQUIRES,1,100.0
PROC_6055,수능,REQUIRES,1,100.0
PROC_6056,수능,REQUIRES,1,100.0
PROC_6057,수능,REQUIRES,1,100.0
PROC_6058,수능,REQUIRES,1,60.0
PROC_6058,실기,REQUIRES,1,40.0
PROC_6059,수능,REQUIRES,1,51.0
PROC_6059,실기,REQUIRES,1,49.0
PROC_6060,수능,REQUIRES,1,100.0
PROC_6061,수능,REQUIRES,1,100.0
PROC_6062,수능,REQUIRES,1,100.0
PROC_6063,수능,REQUIRES,1,100.0
PROC_6064,수능,REQUIRES,1,100.0
PROC_6065,수능,REQUIRES,1,100.0
PROC_6066,수능,REQUIRES,1,100.0
PROC_6067,수능,REQUIRES,1,100.0
PROC_6068,수능,REQUIRES,1,100.0
PROC_6069,수능,REQUIRES,1,100.0
PROC_6070,수능,REQUIRES,1,100.0
PROC_6071,수능,REQUIRES,1,100.0
PROC_6072,수능,REQUIRES,1,100.0
PROC_6073,수능,REQUIRES,1,100.0
PROC_6074,수능,REQUIRES,1,100.0
PROC_6075,수능,REQUIRES,1,100.0
PROC_6076,수능,REQUIRES,1,100.0
PROC_6077,수능,REQUIRES,1,100.0
PROC_6078,수능,REQUIRES,1,100.0
PROC_6079,수능,REQUIRES,1,100.0
PROC_6080,수능,REQUIRES,1,100.0
PROC_6081,수능,REQUIRES,1,100.0
PROC_6082,수능,REQUIRES,1,100.0
PROC_6083,수능,REQUIRES,1,100.0
PROC_6084,수능,REQUIRES,1,100.0
PROC_6085,수능,REQUIRES,1,100.0
PROC_6086,수능,REQUIRES,1,100.0
PROC_6087,수능,REQUIRES,1,100.0
PROC_6088,수능,REQUIRES,1,100.0
PROC_6089,수능,REQUIRES,1,100.0
PROC_6090,수능,REQUIRES,1,100.0
PROC_6091,수능,REQUIRES,1,100.0
PROC_6092,수능,REQUIRES,1,100.0
PROC_6093,수능,REQUIRES,1,100.0
PROC_6094,수능,REQUIRES,1,100.0
PROC_6095,수능,REQUIRES,1,100.0
PROC_6096,수능,REQUIRES,1,100.0
PROC_6097,수능,REQUIRES,1,100.0
PROC_6098,수능,REQUIRES,1,100.0
PROC_6099,학생부교과,REQUIRES,1,100.0
PROC_6100,학생부교과,REQUIRES,1,100.0
PROC_6101,학생부교과,REQUIRES,1,100.0
PROC_6102,학생부교과,REQUIRES,1,100.0
PROC_6103,학생부교과,REQUIRES,1,100.0
PROC_6104,학생부교과,REQUIRES,1,100.0
PROC_6105,학생부교과,REQUIRES,1,100.0
PROC_6106,학생부교과,REQUIRES,1,100.0
PROC_6107,학생부교과,REQUIRES,1,100.0
PROC_6108,수능,REQUIRES,1,100.0
PROC_6109,수능,REQUIRES,1,100.0
PROC_6110,수능,REQUIRES,1,100.0
PROC_6111,수능,REQUIRES,1,100.0
PROC_6112,수능,REQUIRES,1,100.0
PROC_6113,수능,REQUIRES,1,100.0
PROC_6114,수능,REQUIRES,1,100.0
PROC_6115,수능,REQUIRES,1,100.0
PROC_6116,학생부교과,REQUIRES,1,100.0
PROC_6117,학생부교과,REQUIRES,1,100.0
PROC_6118,학생부교과,REQUIRES,1,100.0
PROC_6119,학생부교과,REQUIRES,1,56.0
PROC_6119,학생부비교과,REQUIRES,1,14.0
PROC_6119,면접,REQUIRES,1,30.0
PROC_6120,학생부교과,REQUIRES,1,56.0
PROC_6120,학생부비교과,REQUIRES,1,14.0
PROC_6120,면접,REQUIRES,1,30.0
PROC_6121,학생부교과,REQUIRES,1,56.0
PROC_6121,학생부비교과,REQUIRES,1,14.0
PROC_6121,면접,REQUIRES,1,30.0
PROC_6122,학생부교과,REQUIRES,1,56.0
PROC_6122,학생부비교과,REQUIRES,1,14.0
PROC_6122,면접,REQUIRES,1,30.0
PROC_6123,학생부교과,REQUIRES,1,56.0
PROC_6123,학생부비교과,REQUIRES,1,14.0
PROC_6123,면접,REQUIRES,1,30.0
PROC_6124,학생부교과,REQUIRES,1,56.0
PROC_6124,학생부비교과,REQUIRES,1,14.0
PROC_6124,면접,REQUIRES,1,30.0
PROC_6125,학생부교과,REQUIRES,1,56.0
PROC_6125,학생부비교과,REQUIRES,1,14.0
PROC_6125,면접,REQUIRES,1,30.0
PROC_6126,수능,REQUIRES,1,100.0
PROC_6127,수능,REQUIRES,1,100.0
