"id","name","sub_major","cat_large","cat_mid","cat_small","dept_type"
"A110_신학과","신학과","신학과","인문","인문학","종교학","인문"
"A110_G2빅데이터경영학과","G2빅데이터경영학과","G2빅데이터경영학과","사회","경영경제","경영정보학","인문"
"A110_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"A110_상담심리학과","상담심리학과","상담심리학과","사회","사회과학","심리학","인문"
"A110_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"A110_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"A110_실용음악학과","실용음악학과","실용음악학과","예체능","음악","실용음악","예체능"
"M101_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"M101_사회복지상담학과","사회복지상담학과","사회복지상담학과","사회","사회과학","사회복지학","인문"
"M101_특수교육과(초등특수교육전공)","특수교육과(초등특수교육전공)","초등특수교육전공","교육","교육","특수교육학","인문"
"M101_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"M101_방사선학과","방사선학과","방사선학과","자연","보건","방사선","자연"
"M101_스포츠재활복지학과","스포츠재활복지학과","스포츠재활복지전공, 스포츠지도전공(축구)","예체능","무용체육","체육","예체능"
"C104_관광경영학과","관광경영학과","관광경영학과","사회","경영경제","관광학","인문"
"C104_경제학과","경제학과","경제학과","사회","경영경제","경제학","인문"
"C104_금융빅데이터학부","금융빅데이터학부","금융수학전공, 빅데이터경영전공","자연","수학물리천문지구","수학","자연"
"C104_응용통계학과","응용통계학과","응용통계학과","사회","경영경제","경영정보학","인문"
"C104_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"C104_유아교육학과","유아교육학과","유아교육학과","교육","교육","유아교육학","인문"
"C104_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"C104_미디어커뮤니케이션학과","미디어커뮤니케이션학과","미디어커뮤니케이션학과","사회","사회과학","언론방송매체학","인문"
"C104_의료산업경영학과","의료산업경영학과","의료산업경영학과","사회","경영경제","경영학","인문"
"C104_패션산업학과","패션산업학과","패션산업학과","예체능","미술","디자인","인문"
"C104_도시계획조경학부","도시계획조경학부","도시계획학전공, 조경학전공","사회","사회과학","도시지역지리학","자연"
"C104_생명과학과","생명과학과","생명과학과","자연","화학생명과학환경","생명과학","자연"
"C104_전기공학과","전기공학과","전기공학과","공학","전기전자컴퓨터","전기공학","자연"
"C104_컴퓨터공학과","컴퓨터공학과","컴퓨터공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"C104_화공생명배터리공학부","화공생명배터리공학부","화공생명공학전공, 배터리공학전공","공학","화공고분자에너지","화학공학","자연"
"C104_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"C104_건설환경공학과","건설환경공학과","건설환경공학과","공학","건설","토목공학","자연"
"C104_한의예과","한의예과","한의예과","의학","의료예과","한의예과","자연"
"C104_건축학부","건축학부","실내건축학전공, 건축학전공(5년), 건축공학전공","공학","건설","건축학","자연"
"C104_화학과","화학과","화학과","자연","화학생명과학환경","화학","자연"
"C104_바이오나노학과","바이오나노학과","바이오나노학과","공학","화공고분자에너지","생명공학","자연"
"C104_식품생명공학과","식품생명공학과","식품생명공학과","공학","화공고분자에너지","생명공학","자연"
"C104_신소재공학과","신소재공학과","신소재공학과","공학","재료","신소재공학","자연"
"C104_연기예술학과(연기)","연기예술학과(연기)","연기예술학과(연기)","예체능","연극영화","연극","예체능"
"C104_연기예술학과(연출)","연기예술학과(연출)","연기예술학과(연출)","예체능","연극영화","연극","예체능"
"B101_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"B101_의예과","의예과","의예과","의학","의료예과","의예과","자연"
"B101_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"B101_방사선학과","방사선학과","방사선학과","자연","보건","방사선","자연"
"B101_운동재활학과","운동재활학과","운동재활학과","자연","보건","재활치료","자연"
"B101_응급구조학과","응급구조학과","응급구조학과","자연","보건","응급구조","자연"
"C104_의공학과","의공학과","의공학과","공학","전기전자컴퓨터","의공학","자연"
"B101_치위생학과","치위생학과","치위생학과","자연","보건","치위생","자연"
"D105_조리외식경영학전공","조리외식경영학전공","조리외식경영학전공","자연","생활과학","식품영양학","인문"
"D105_호텔관광경영학전공","호텔관광경영학전공","호텔관광경영학전공","사회","경영경제","경영학","인문"
"D105_경영학전공","경영학전공","경영학전공","사회","경영경제","경영학","인문"
"D105_경찰학부","경찰학부","경찰행정학전공, 해양경찰학전공","사회","사회과학","행정학","인문"
"D105_행정학전공","행정학전공","행정학전공","사회","사회과학","행정학","인문"
"D105_광고홍보학전공","광고홍보학전공","광고홍보학전공","사회","경영경제","광고홍보학","인문"
"D105_사회복지학전공","사회복지학전공","사회복지학전공","사회","사회과학","사회복지학","인문"
"D105_역사교육과","역사교육과","역사교육과","교육","교육","중등사회교육","인문"
"D105_영어교육과","영어교육과","영어교육과","교육","교육","중등언어교육","인문"
"D105_의료경영학전공","의료경영학전공","의료경영학전공","사회","경영경제","경영학","인문"
"D105_지리교육과","지리교육과","지리교육과","교육","교육","중등사회교육","인문"
"D105_미디어콘텐츠전공","미디어콘텐츠전공","미디어콘텐츠전공","예체능","응용예술","영상예술","인문"
"D105_항공교통물류전공","항공교통물류전공","항공교통물류전공","사회","경영경제","경영학","인문"
"D105_건축공학전공","건축공학전공","건축공학전공","공학","건설","건축공학","자연"
"D105_의생명과학전공","의생명과학전공","의생명과학전공","공학","화공고분자에너지","생명공학","자연"
"D105_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"D105_수학교육과","수학교육과","수학교육과","교육","교육","중등자연과학교육","자연"
"D105_의학과(의예과)","의학과(의예과)","의학과(의예과)","의학","의료예과","의예과","자연"
"D105_임상병리학과","임상병리학과","임상병리학과","자연","보건","임상병리","자연"
"D105_컴퓨터교육과","컴퓨터교육과","컴퓨터교육과","교육","교육","중등자연과학교육","자연"
"D105_항공운항전공","항공운항전공","항공운항전공","공학","기계","항공우주공학","자연"
"D105_항공정비학전공","항공정비학전공","항공정비학전공","공학","기계","항공우주공학","자연"
"D105_스포츠레저학전공","스포츠레저학전공","스포츠레저학전공","예체능","무용체육","체육","예체능"
"D105_스포츠재활의학전공","스포츠재활의학전공","스포츠재활의학전공","예체능","무용체육","체육","예체능"
"D105_체육교육과","체육교육과","체육교육과","교육","교육","중등예술체육교육","예체능"
"A102_신학과","신학과","신학과","인문","인문학","종교학","인문"
"C101_특수교육과","특수교육과","특수교육과","교육","교육","특수교육학","인문"
"C101_음악과(작곡)","음악과(작곡)","음악과(작곡)","예체능","음악","음악학","예체능"
"C101_음악과(피아노)","음악과(피아노)","음악과(피아노)","예체능","음악","피아노","예체능"
"A101_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"A101_의예과","의예과","의예과","의학","의료예과","의예과","자연"
"A103_신학부","신학부","신학전공, 기독교교육학전공, 종교철학전공, 기독심리상담전공","인문","인문학","종교학","인문"
"C102_상경학부","상경학부","경영학전공, 경제금융학전공, 국제무역학전공","사회","경영경제","경영학","인문"
"C102_복지융합대학","복지융합대학","사회복지학부(사회복지학전공, 사회서비스학전공), 시니어비즈니스학과","사회","사회과학","사회복지학","인문"
"C102_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"C102_글로벌문화콘텐츠대학","글로벌문화콘텐츠대학","문화콘텐츠학과, 국제지역학과, 중국콘텐츠비즈니스학과, 기독교커뮤니케이션학과","인문","인문학","국제지역학","인문"
"C102_초등특수교육과","초등특수교육과","초등특수교육과","교육","교육","특수교육학","인문"
"C102_교육학과","교육학과","교육학과","교육","교육","교육학","인문"
"C102_상경학부(야)","상경학부(야)","경영학전공, 경제금융학전공","사회","경영경제","경영학","인문"
"C102_중등특수교육과","중등특수교육과","중등특수교육과","교육","교육","특수교육학","인문"
"C102_부동산건설학부","부동산건설학부","부동산학전공, 스마트도시공학전공, 건축공학전공","공학","건설","도시공학","자연"
"C102_체육학과","체육학과","체육학과","예체능","무용체육","체육","예체능"
"C102_디자인학과","디자인학과","디자인학과","예체능","미술","디자인","예체능"
"C102_음악학과(관현악)","음악학과(관현악)","음악학과(관현악)","예체능","음악","음악학","예체능"
"C102_음악학과(성악)","음악학과(성악)","음악학과(성악)","예체능","음악","음악학","예체능"
"D101_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"D101_경제학과","경제학과","경제학과","사회","경영경제","경제학","인문"
"D101_국어국문학과","국어국문학과","국어국문학과","인문","언어문학","국어국문학","인문"
"D101_국제통상학과","국제통상학과","국제통상학과","사회","경영경제","무역유통학","인문"
"D101_도시계획부동산학과","도시계획부동산학과","도시계획부동산학과","사회","사회과학","도시지역지리학","인문"
"D101_무역학과","무역학과","무역학과","사회","경영경제","무역유통학","인문"
"D101_사학과","사학과","사학과","인문","인문학","역사고고학","인문"
"D101_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"D101_일본학과","일본학과","일본학과","인문","언어문학","일본어문학","인문"
"D101_자치행정학과","자치행정학과","자치행정학과","사회","사회과학","행정학","인문"
"D101_중어중문학과","중어중문학과","중어중문학과","인문","언어문학","중국어문학","인문"
"D101_철학과","철학과","철학과","인문","인문학","철학윤리학","인문"
"D101_회계학과","회계학과","회계학과","사회","경영경제","금융회계세무학","인문"
"D101_대기환경과학과","대기환경과학과","대기환경과학과","자연","수학물리천문지구","천문기상학","자연"
"D101_신소재생명화학공학부","신소재생명화학공학부","세라믹신소재공학전공, 신소재금속공학전공, 생명화학공학전공","공학","화공고분자에너지","화학공학","자연"
"D101_생명과학과","생명과학과","생명과학과","자연","화학생명과학환경","생명과학","자연"
"D101_수학물리학부","수학물리학부","수학전공, 물리에너지전공","자연","수학물리천문지구","수학","자연"
"D101_식물생명과학과","식물생명과학과","식물생명과학과","자연","농림수산","작물원예학","자연"
"D101_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"D101_전자반도체공학부","전자반도체공학부","전자공학전공, 반도체공학전공","공학","전기전자컴퓨터","전자공학","자연"
"D101_데이터사이언스학과","데이터사이언스학과","데이터사이언스학과","자연","수학물리천문지구","통계학","자연"
"D101_치위생학과","치위생학과","치위생학과","자연","보건","치위생","자연"
"D101_치의예과","치의예과","치의예과","의학","의료예과","치의예과","자연"
"D101_건설환경공학부","건설환경공학부","건설환경전공, 스마트공간정보전공","공학","건설","토목공학","자연"
"D101_수산생명의학과","수산생명의학과","수산생명의학과","자연","화학생명과학환경","생명과학","자연"
"D101_화학신소재학과","화학신소재학과","화학신소재학과","자연","화학생명과학환경","화학","자연"
"D101_환경조경학과","환경조경학과","환경조경학과","공학","건설","조경학","자연"
"D101_음악학과(관현악)","음악학과(관현악)","관현악전공","예체능","음악","음악학","예체능"
"D101_음악학과(피아노)","음악학과(피아노)","피아노전공","예체능","음악","피아노","예체능"
"D112_다문화학과","다문화학과","다문화학과","사회","사회과학","사회복지학","인문"
"D112_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"D112_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"D112_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"D112_AI콘텐츠공학과","AI콘텐츠공학과","AI콘텐츠공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"D112_산업경영공학과","산업경영공학과","산업경영공학과","공학","산업안전","산업공학","자연"
"D112_전기공학과","전기공학과","전기공학과","공학","전기전자컴퓨터","전기공학","자연"
"D112_정보통신공학과","정보통신공학과","정보통신공학과","공학","전기전자컴퓨터","정보통신공학","자연"
"D112_컴퓨터공학과","컴퓨터공학과","컴퓨터공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"D102_경영회계학부","경영회계학부","경영학전공, 회계학전공","사회","경영경제","금융회계세무학","인문"
"D102_경제정보통계학부","경제정보통계학부","경제학전공, 정보통계학전공","사회","사회과학","경제학","인문"
"D102_관광경영학과","관광경영학과","관광경영학과","사회","경영경제","경영학","인문"
"D102_국제무역학과","국제무역학과","국제무역학과","사회","경영경제","무역유통학","인문"
"D102_문화인류학과","문화인류학과","문화인류학과","사회","사회과학","인류학","인문"
"D102_부동산학과","부동산학과","부동산학과","사회","경영경제","부동산","인문"
"D102_사회학과","사회학과","사회학과","사회","사회과학","사회학","인문"
"D102_미디어커뮤니케이션학과","미디어커뮤니케이션학과","미디어커뮤니케이션학과","사회","사회과학","언론방송매체학","인문"
"D102_영상문화학과","영상문화학과","영상문화학과","사회","사회과학","언론방송매체학","인문"
"D102_정치외교학과","정치외교학과","정치외교학과","사회","사회과학","정치외교학","인문"
"D102_교육학과","교육학과","교육학과","교육","교육","교육학","인문"
"D102_국어교육과","국어교육과","국어교육과","교육","교육","중등언어교육","인문"
"D102_역사교육과","역사교육과","역사교육과","교육","교육","중등사회교육","인문"
"D102_영어교육과","영어교육과","영어교육과","교육","교육","중등언어교육","인문"
"D102_윤리교육과","윤리교육과","윤리교육과","교육","교육","중등사회교육","인문"
"D102_일반사회교육과","일반사회교육과","일반사회교육과","교육","교육","중등사회교육","인문"
"D102_자유전공학부(인문계열)","자유전공학부(인문계열)","국어국문학전공, 영어영문학전공, 불어불문학전공, 독어독문학전공, 중어중문학전공, 일본학전공, 철학전공, 사학전공","사회","자유전공","자유전공","인문"
"D102_지리교육과","지리교육과","지리교육과","교육","교육","중등사회교육","인문"
"D102_한문교육과","한문교육과","한문교육과","교육","교육","중등언어교육","인문"
"D102_건축학과(5년제)","건축학과(5년제)","건축학과","공학","건설","건축학","자연"
"D102_기계융합공학부","기계융합공학부","기계융합공학부","공학","기계","기계공학","자연"
"D102_동물산업융합학과","동물산업융합학과","동물산업융합학과","자연","농림수산","축산학","자연"
"D102_동물응용과학과","동물응용과학과","동물응용과학과","자연","농림수산","축산학","자연"
"D102_동물자원과학과","동물자원과학과","동물자원과학과","자연","농림수산","축산학","자연"
"D102_분자생명과학과","분자생명과학과","분자생명과학과","자연","화학생명과학환경","생명과학","자연"
"D102_생명건강공학과","생명건강공학과","생명건강공학과","자연","화학생명과학환경","생명과학","자연"
"D102_생물의소재공학과","생물의소재공학과","생물의소재공학과","자연","화학생명과학환경","생명과학","자연"
"D102_수의학과","수의학과","수의학과","의학","의료예과","수의예과","자연"
"D102_에너지자원공학과","에너지자원공학과","에너지자원공학과","공학","화공고분자에너지","에너지공학","자연"
"D102_화공생물공학부","화공생물공학부","화학공학전공, 생물공학전공","자연","화학생명과학환경","생명과학","자연"
"D102_가정교육과","가정교육과","가정교육과","교육","교육","중등자연과학교육","자연"
"D102_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"D102_과학교육학부","과학교육학부","물리교육전공, 생물교육전공, 지구과학전공, 화학교육전공","교육","교육","중등자연과학교육","자연"
"D102_반도체물리학과","반도체물리학과","반도체물리학과","자연","수학물리천문지구","물리학","자연"
"D102_스마트팜융합바이오시스템공학과","스마트팜융합바이오시스템공학과","스마트팜융합바이오시스템공학과","자연","화학생명과학환경","생명과학","자연"
"D102_생명과학과","생명과학과","생명과학과","자연","화학생명과학환경","생명과학","자연"
"D102_생물자원과학부","생물자원과학부","식물자원응용과학전공, 식물의학전공","자연","농림수산","농림수산환경생태학","자연"
"D102_생태조경디자인학과","생태조경디자인학과","생태조경디자인학과","공학","건설","조경학","자연"
"D102_수학과","수학과","수학과","자연","수학물리천문지구","수학","자연"
"D102_수학교육과","수학교육과","수학교육과","교육","교육","중등자연과학교육","자연"
"D102_자유전공학부(자연계열)","자유전공학부(자연계열)","물리학과, 생명과학과, 수학과, 지질지구물리학부, 화학생화학부","자연","자유전공","자유전공","자연"
"D102_전기전자공학과","전기전자공학과","전기전자공학과","공학","전기전자컴퓨터","전기공학","자연"
"D102_전자공학과","전자공학과","전자공학과","공학","전기전자컴퓨터","전자공학","자연"
"D102_지역건설공학과","지역건설공학과","지역건설공학과","자연","농림수산","농림수산바이오시스템공학","자연"
"D102_지질지구물리학부","지질지구물리학부","지구물리학전공, 지질학전공","자연","수학물리천문지구","지구과학","자연"
"D102_컴퓨터공학과","컴퓨터공학과","컴퓨터공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"D102_화학생화학부","화학생화학부","화학전공, 생화학전공","자연","화학생명과학환경","화학","자연"
"D102_생명환경융합학부","생명환경융합학부","바이오환경화학전공, 환경과학전공","자연","화학생명과학환경","환경학","자연"
"D102_스포츠과학과","스포츠과학과","스포츠과학과","예체능","무용체육","체육","예체능"
"D102_체육교육과","체육교육과","체육교육과","교육","교육","중등예술체육교육","예체능"
"D102_음악학과(관현악전공-관악-금관)","음악학과(관현악전공-관악-금관)","관현악전공(관악/금관)","예체능","음악","음악학","예체능"
"D102_음악학과(관현악전공-현악)","음악학과(관현악전공-현악)","관형악전공(현악전공)","예체능","음악","음악학","예체능"
"D102_음악학과(성악)","음악학과(성악)","성악전공","예체능","음악","음악학","예체능"
"D102_음악학과(작곡)","음악학과(작곡)","작곡전공","예체능","음악","음악학","예체능"
"D115_자유전공학부(인문계열)","자유전공학부(인문계열)","글로벌인재학부(경제금융전공, 공공행정전공, 관광전공, 영어전공), 사회복지학과, 일본어학과","인문","자유전공","자유전공","인문"
"D115_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"D115_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"D115_일본학과","일본학과","일본학과","인문","언어문학","일본어문학","인문"
"D115_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"D115_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"D115_방사선학과","방사선학과","방사선학과","자연","보건","방사선","자연"
"D115_바이오기능성소재학과","바이오기능성소재학과","바이오기능성소재학과","자연","농림수산","농림수산바이오시스템공학","자연"
"D115_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"D115_안경광학과","안경광학과","안경광학과","자연","보건","안경광학","자연"
"D115_응급구조학과","응급구조학과","응급구조학과","자연","보건","응급구조","자연"
"D115_자유전공학부(자연계열)","자유전공학부(자연계열)","건설융합학부(건축학전공(5년제), 토목공학전공), 기계공학과, 그린에너지공학과, 전기공학과, 전자·AI시스템공학과, 소방방재학부(소방방재공학전공, 재난관리공학전공), 바이오기능성소재학과, 식품영양학과","자연","자유전공","자유전공","자연"
"D115_작업치료학과","작업치료학과","작업치료학과","자연","보건","작업치료","자연"
"D115_치위생학과","치위생학과","치위생학과","자연","보건","치위생","자연"
"D115_소방방재학부","소방방재학부","소방방재공학전공, 재난관리공학전공","공학","산업안전","방재공학","자연"
"D103_기계공학과","기계공학과","기계공학과","공학","기계","기계공학","자연"
"D103_그린에너지공학과","그린에너지공학과","그린에너지공학과","공학","화공고분자에너지","에너지공학","자연"
"D103_전기공학과","전기공학과","전기공학과","공학","전기전자컴퓨터","전기공학","자연"
"D103_휴먼스포츠학과","휴먼스포츠학과","휴먼스포츠학과","예체능","무용체육","체육","예체능"
"D103_멀티디자인학과","멀티디자인학과","멀티디자인학과","예체능","미술","디자인","예체능"
"D103_생활조형디자인학과","생활조형디자인학과","생활조형디자인학과","예체능","미술","디자인","예체능"
"A104_국제무역학과","국제무역학과","국제무역학과","사회","경영경제","무역유통학","인문"
"A104_기술경영학과","기술경영학과","기술경영학과","사회","경영경제","경영학","인문"
"A104_영어교육과","영어교육과","영어교육과","교육","교육","중등언어교육","인문"
"A104_일어교육과","일어교육과","일어교육과","교육","교육","중등언어교육","인문"
"A104_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"A104_경제학과","경제학과","경제학과","사회","경영경제","경제학","인문"
"A104_교육공학과","교육공학과","교육공학과","교육","교육","교육학","인문"
"A104_국어국문학과","국어국문학과","국어국문학과","인문","언어문학","국어국문학","인문"
"A104_문화콘텐츠학과","문화콘텐츠학과","문화콘텐츠학과","사회","사회과학","언론방송매체학","인문"
"A104_부동산학과","부동산학과","부동산학과","사회","경영경제","부동산","인문"
"A104_사학과","사학과","사학과","인문","인문학","역사고고학","인문"
"A104_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"A104_응용통계학과","응용통계학과","응용통계학과","사회","경영경제","경영정보학","인문"
"A104_의상디자인학과(인문계)","의상디자인학과(인문계)","의상디자인학과","예체능","미술","디자인","인문"
"A104_정치외교학과","정치외교학과","정치외교학과","사회","사회과학","정치외교학","인문"
"A104_중어중문학과","중어중문학과","중어중문학과","인문","언어문학","중국어문학","인문"
"A104_지리학과","지리학과","지리학과","사회","사회과학","도시지역지리학","인문"
"A104_철학과","철학과","철학과","인문","인문학","철학윤리학","인문"
"A104_행정학과","행정학과","행정학과","사회","사회과학","행정학","인문"
"A104_미디어커뮤니케이션학과","미디어커뮤니케이션학과","미디어커뮤니케이션학과","사회","사회과학","언론방송매체학","인문"
"A104_건축학부","건축학부","건축학전공, 건축공학전공","공학","건설","건축학","자연"
"A104_물리학과","물리학과","물리학과","자연","수학물리천문지구","물리학","자연"
"A104_생물공학과","생물공학과","바디오프로세스전공, 바이오머티어리얼스전공, 화장품공학전공","공학","화공고분자에너지","생명공학","자연"
"A104_수의예과","수의예과","수의예과","의학","의료예과","수의예과","자연"
"A104_수학교육과","수학교육과","수학교육과","교육","교육","중등자연과학교육","자연"
"A104_전기전자공학부","전기전자공학부","통신네트워크전공, 디지털신호처리제어전공, RF/집적회로및반도체전공, 에너지AI전공, e-모빌리티전공","공학","전기전자컴퓨터","전자공학","자연"
"A104_컴퓨터공학부","컴퓨터공학부","인공지능전공, 실감미디어전공, 스마트ICT융전공, 시스템소프트웨어전공, 풀스택개발전공","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A104_사회환경공학부","사회환경공학부","스마트시티전공, 지속가능인프라전공, 기후에너지환경전공","공학","건설","토목공학","자연"
"A104_산업공학과","산업공학과","스마트팩토리전공, 비즈니스애널리틱스전공","공학","산업안전","산업공학","자연"
"A104_생명과학특성학과","생명과학특성학과","생명과학특성학과","자연","화학생명과학환경","생명과학","자연"
"A104_수학과","수학과","수학과","자연","수학물리천문지구","수학","자연"
"A104_식량자원과학과","식량자원과학과","식량자원과학과","자연","농림수산","작물원예학","자연"
"A104_화학과","화학과","화학과","자연","화학생명과학환경","화학","자연"
"A104_시스템생명공학과","시스템생명공학과","시스템생명공학과","공학","화공고분자에너지","생명공학","자연"
"A104_융합생명공학과","융합생명공학과","융합생명공학과","공학","화공고분자에너지","생명공학","자연"
"A104_영상학과","영상학과","영상학과","예체능","응용예술","영상예술","예체능"
"A104_현대미술학과","현대미술학과","현대미술학과","예체능","미술","응용미술","예체능"
"A104_리빙디자인학과","리빙디자인학과","리빙디자인학과","예체능","미술","공예","예체능"
"A104_산업디자인학과","산업디자인학과","산업디자인학과","예체능","미술","디자인","예체능"
"A104_의상디자인학과(예체능계)","의상디자인학과(예체능계)","의상디자인학과","예체능","미술","디자인","예체능"
"A104_체육교육과","체육교육과","체육교육과","교육","교육","중등예술체육교육","예체능"
"A104_커뮤니케이션디자인학과","커뮤니케이션디자인학과","커뮤니케이션디자인학과","예체능","미술","디자인","예체능"
"A104_음악교육과(바이올린)","음악교육과(바이올린)","음악교육과(바이올린)","교육","교육","중등예술체육교육","예체능"
"A104_음악교육과(비올라)","음악교육과(비올라)","음악교육과(비올라)","교육","교육","중등예술체육교육","예체능"
"A104_음악교육과(성악)","음악교육과(성악)","음악교육과(성악)","교육","교육","중등예술체육교육","예체능"
"A104_음악교육과(첼로)","음악교육과(첼로)","음악교육과(첼로)","교육","교육","중등예술체육교육","예체능"
"A104_음악교육과(피아노)","음악교육과(피아노)","음악교육과(피아노)","교육","교육","중등예술체육교육","예체능"
"G101_경찰학과","경찰학과","경찰학과","사회","사회과학","행정학","인문"
"G101_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"G101_문헌정보학과","문헌정보학과","문헌정보학과","사회","사회과학","문헌정보학","인문"
"G101_신문방송학과","신문방송학과","신문방송학과","인문","언어문학","문예창작학","인문"
"G101_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"G101_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"G101_메카트로닉스공학과","메카트로닉스공학과","메카트로닉스공학과","공학","전기전자컴퓨터","정보통신공학","자연"
"G101_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"G101_바이오의약학과","바이오의약학과","바이오의약학과","자연","화학생명과학환경","생명과학","자연"
"G101_녹색기술융합학과","녹색기술융합학과","녹색기술융합학과","자연","농림수산","농림수산환경생태학","자연"
"G101_산업디자인학과","산업디자인학과","산업디자인학과","예체능","미술","디자인","예체능"
"G101_미디어콘텐츠학과","미디어콘텐츠학과","미디어콘텐츠학과","예체능","응용예술","영상예술","예체능"
"G101_스포츠건강학과","스포츠건강학과","스포츠건강학과","예체능","무용체육","체육","예체능"
"G101_조형예술학과","조형예술학과","조형예술학과","예체능","미술","순수미술","예체능"
"F101_국방경찰행정학부","국방경찰행정학부","국방경찰행정학부","사회","사회과학","행정학","인문"
"F101_심리상담치료학과","심리상담치료학과","심리상담치료학과","사회","사회과학","심리학","인문"
"F101_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"F101_스마트팜학부","스마트팜학부","스마트팜학부","자연","농림수산","작물원예학","자연"
"F101_기업소프트웨어학부","기업소프트웨어학부","기업소프트웨어학부","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"E113_병원경영학과","병원경영학과","병원경영학과","사회","경영경제","경영학","인문"
"E113_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"E113_방사선학과","방사선학과","방사선학과","자연","보건","방사선","자연"
"E113_안경광학과","안경광학과","안경광학과","자연","보건","안경광학","자연"
"E113_의학과","의학과","의학과","의학","의료예과","의예과","자연"
"E113_임상병리학과","임상병리학과","임상병리학과","자연","보건","임상병리","자연"
"E113_작업치료학과","작업치료학과","작업치료학과","자연","보건","작업치료","자연"
"E113_치위생학과","치위생학과","치위생학과","자연","보건","치위생","자연"
"E113_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"E113_응급구조학과","응급구조학과","응급구조학과","자연","보건","응급구조","자연"
"E113_의공학과","의공학과","의공학과","공학","전기전자컴퓨터","의공학","자연"
"E113_의료IT공학과","의료IT공학과","의료IT공학과","공학","전기전자컴퓨터","의공학","자연"
"E113_의료공간디자인학과","의료공간디자인학과","의료공간디자인학과","공학","건설","건축학","자연"
"E113_의료신소재학과","의료신소재학과","의료신소재학과","공학","재료","신소재공학","자연"
"E113_제약생명공학과","제약생명공학과","제약생명공학과","공학","화공고분자에너지","생명공학","자연"
"C103_경영학부","경영학부","경영학전공, 회계세무학전공","사회","경영경제","경영학","인문"
"C103_경제학부","경제학부","경제학전공, 응용통계전공, 지식재산전공","사회","경영경제","경제학","인문"
"C103_공공안전학부","공공안전학부","범죄교정심리학전공, 경찰행정학전공","사회","사회과학","행정학","인문"
"C103_국어국문학과","국어국문학과","국어국문학과","인문","언어문학","국어국문학","인문"
"C103_글로벌어문학부","글로벌어문학부","독어독문전공, 불어불문전공, 일어일문전공, 러시아어문전공, 중어중문전공","인문","언어문학","기타유럽어문학","인문"
"C103_무역학과","무역학과","무역학과","사회","경영경제","무역유통학","인문"
"C103_문헌정보학과","문헌정보학과","문헌정보학과","사회","사회과학","문헌정보학","인문"
"C103_법학과","법학과","법학과","사회","법학","법학","인문"
"C103_사학과","사학과","사학과","인문","인문학","역사고고학","인문"
"C103_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"C103_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"C103_공공인재학부","공공인재학부","행정학전공, 정치외교학전공","사회","사회과학","행정학","인문"
