"id","name","sub_major","cat_large","cat_mid","cat_small","dept_type"
"F114_경영공학과","경영공학과","경영공학과","공학","산업안전","산업공학","자연"
"F114_그린화학공학과","그린화학공학과","그린화학공학과","공학","화공고분자에너지","화학공학","자연"
"F114_소프트웨어학과","소프트웨어학과","소프트웨어학과","공학","전기전자컴퓨터","응용소프트웨어공학","자연"
"F114_스마트정보통신공학과","스마트정보통신공학과","스마트정보통신공학과","공학","전기전자컴퓨터","정보통신공학","자연"
"F114_시스템반도체공학과","시스템반도체공학과","시스템반도체공학과","공학","전기전자컴퓨터","전자공학","자연"
"F114_식품공학과","식품공학과","식품공학과","자연","농림수산","식품가공학","자연"
"F114_전자공학과","전자공학과","전자공학과","공학","전기전자컴퓨터","전자공학","자연"
"F114_정보보안공학과","정보보안공학과","정보보안공학과","공학","전기전자컴퓨터","정보통신공학","자연"
"F114_휴먼지능로봇공학과","휴먼지능로봇공학과","휴먼지능로봇공학과","공학","전기전자컴퓨터","제어계측공학","자연"
"F114_사진영상미디어전공","사진영상미디어전공","사진영상미디어전공","예체능","응용예술","사진","예체능"
"F114_문화예술경영전공","문화예술경영전공","문화예술경영전공","예체능","응용예술","영상예술","예체능"
"F114_연극전공(이론)","연극전공(이론)","연극전공(이론)","예체능","연극영화","연극","예체능"
"F114_디자인학부","디자인학부","커뮤니케이션디자인전공, 패션디자인전공, 텍스타일디자인전공, 스페이스디자인전공, 세라믹디자인전공, 인더스트리얼디자인전공","예체능","미술","디자인","예체능"
"F114_디지털만화영상전공","디지털만화영상전공","디지털만화영상전공","예체능","응용예술","애니메이션","예체능"
"F114_무대미술전공","무대미술전공","무대미술전공","예체능","응용예술","영상예술","예체능"
"F114_스포츠융합자유전공학부","스포츠융합자유전공학부","스포츠융합자유전공학부","예체능","무용체육","체육","예체능"
"F114_연극전공(연기)","연극전공(연기)","연극전공(연기)","예체능","연극영화","연극","예체능"
"F114_영화영상전공(연기)","영화영상전공(연기)","영화영상전공(연기)","예체능","연극영화","영화","예체능"
"F114_영화영상전공(연출/스태프)","영화영상전공(연출/스태프)","영화영상전공(연출/스태프)","예체능","연극영화","영화","예체능"
"D106_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"D106_호텔항공관광경영학과","호텔항공관광경영학과","호텔항공관광경영학과","사회","경영경제","관광학","인문"
"D106_문화콘텐츠학과","문화콘텐츠학과","문화콘텐츠학과","사회","사회과학","언론방송매체학","인문"
"D106_미디어영상광고학과","미디어영상광고학과","미디어영상광고학과","사회","사회과학","언론방송매체학","인문"
"D106_경찰법학과","경찰법학과","경찰법학과","사회","법학","법학","인문"
"D106_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"D106_동물자원학과","동물자원학과","동물자원학과","자연","농림수산","축산학","자연"
"D106_조경산림학과","조경산림학과","조경산림학과","자연","농림수산","산림학","자연"
"D106_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"D106_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"D106_보건계열","보건계열","제약바이오학과, 보건의료경영학과, 식품영양학과, 언어치료전공","자연","보건","보건융합","자연"
"D106_임상병리학과","임상병리학과","임상병리학과","자연","보건","임상병리","자연"
"D106_건설환경공학과","건설환경공학과","건설환경공학과","공학","건설","토목공학","자연"
"D106_스마트팜생명과학과","스마트팜생명과학과","스마트팜생명과학과","공학","화학생명과학환경","생명과학","자연"
"D106_컴퓨터공학과","컴퓨터공학과","컴퓨터공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"D106_한의예과(A형)","한의예과(A형)","한의예과","의학","의료예과","한의예과","자연"
"D106_산업융합디자인학과","산업융합디자인학과","산업융합디자인학과","예체능","미술","디자인","예체능"
"D106_리빙디자인학과","리빙디자인학과","리빙디자인학과","예체능","미술","디자인","예체능"
"D106_시각영상디자인학과","시각영상디자인학과","시각영상디자인학과","예체능","미술","디자인","예체능"
"D106_체육학전공","체육학전공","체육학전공","예체능","무용체육","체육","예체능"
"A118_경영학부","경영학부","경영학전공","사회","경영경제","경영학","인문"
"A118_경제학과","경제학과","경제학과","사회","경영경제","경제학","인문"
"A118_사회과학부","사회과학부","사회학과, 정치외교학과, 심리학과","사회","사회과학","사회학","인문"
"A118_영문학부","영문학부","영미어문전공, 미국문화전공","인문","인문학","국제지역학","인문"
"A118_유럽문화학과","유럽문화학과","유럽문화학과","인문","인문학","국제지역학","인문"
"A118_인문학부","인문학부","국어국문학과, 사학과, 철학과, 종교학과","인문","인문학","교양인문학","인문"
"A118_중국문화학과","중국문화학과","중국문화학과","인문","인문학","국제지역학","인문"
"A118_지식융합미디어학부","지식융합미디어학부","신문방송학과, 미디어&엔터테인먼트학과, 아트&테크놀로지학과","사회","사회과학","언론방송매체학","공통"
"A118_기계공학과","기계공학과","기계공학과","공학","기계","기계공학","자연"
"A118_물리학과","물리학과","물리학과","자연","수학물리천문지구","물리학","자연"
"A118_생명과학과","생명과학과","생명과학과","자연","화학생명과학환경","생명과학","자연"
"A118_수학과","수학과","수학과","자연","수학물리천문지구","수학","자연"
"A118_전자공학과","전자공학과","전자공학과","공학","전기전자컴퓨터","전자공학","자연"
"A118_컴퓨터공학과","컴퓨터공학과","컴퓨터공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A118_화공생명공학과","화공생명공학과","화공생명공학과","공학","화공고분자에너지","화학공학","자연"
"A118_화학과","화학과","화학과","자연","화학생명과학환경","화학","자연"
"A119_모델연기전공(남)","모델연기전공(남)","모델연기","예체능","연극영화","연극","예체능"
"A119_모델연기전공(여)","모델연기전공(여)","모델연기","예체능","연극영화","연극","예체능"
"A119_무대기술(무대)","무대기술(무대)","무대기술(무대)","예체능","연극영화","연극","예체능"
"A119_LF_라이프스타일디자인전공","LF_라이프스타일디자인전공","LF_라이프스타일디자인전공","예체능","미술","디자인","예체능"
"A119_VD_비주얼디자인전공","VD_비주얼디자인전공","VD_비주얼디자인전공","예체능","미술","디자인","예체능"
"A119_실용음악학부(관악/색소폰,트럼펫,트럼본)","실용음악학부(관악/색소폰,트럼펫,트럼본)","관악(색소폰, 트롬펫, 트럼본)","예체능","음악","실용음악","예체능"
"A119_실용음악학부(기타)","실용음악학부(기타)","기타","예체능","음악","실용음악","예체능"
"A119_실용음악학부(드럼)","실용음악학부(드럼)","드럼","예체능","음악","실용음악","예체능"
"A119_실용음악학부(베이스)","실용음악학부(베이스)","베이스","예체능","음악","실용음악","예체능"
"A119_실용음악학부(보컬)","실용음악학부(보컬)","보컬","예체능","음악","실용음악","예체능"
"A119_실용음악학부(싱어송라이터)","실용음악학부(싱어송라이터)","싱어송라이터","예체능","음악","실용음악","예체능"
"A119_실용음악학부(작곡)","실용음악학부(작곡)","작곡","예체능","음악","실용음악","예체능"
"A119_실용음악학부(피아노)","실용음악학부(피아노)","피아노","예체능","음악","피아노","예체능"
"A119_뮤지컬전공(남)","뮤지컬전공(남)","뮤지컬전공","예체능","연극영화","연극","예체능"
"A119_뮤지컬전공(여)","뮤지컬전공(여)","뮤지컬전공","예체능","연극영화","연극","예체능"
"A119_관현악전공(관악-바순)","관현악전공(관악-바순)","바순","예체능","음악","기악","예체능"
"A119_관현악전공(관악-색소폰)","관현악전공(관악-색소폰)","색소폰","예체능","음악","기악","예체능"
"A119_관현악전공(관악-클라리넷)","관현악전공(관악-클라리넷)","클라리넷","예체능","음악","기악","예체능"
"A119_관현악전공(관악-튜바)","관현악전공(관악-튜바)","튜바","예체능","음악","기악","예체능"
"A119_관현악전공(관악-트럼펫)","관현악전공(관악-트럼펫)","트럼펫","예체능","음악","기악","예체능"
"A119_관현악전공(관악-플룻)","관현악전공(관악-플룻)","플룻","예체능","음악","기악","예체능"
"A119_관현악전공(관악-혼)","관현악전공(관악-혼)","혼","예체능","음악","기악","예체능"
"A119_관현악전공(현악-더블베이스)","관현악전공(현악-더블베이스)","더블베이스","예체능","음악","기악","예체능"
"A119_관현악전공(현악-바이올린)","관현악전공(현악-바이올린)","바이올린","예체능","음악","기악","예체능"
"A119_관현악전공(현악-비올라)","관현악전공(현악-비올라)","비올라","예체능","음악","기악","예체능"
"A119_관현악전공(현악-첼로)","관현악전공(현악-첼로)","첼로","예체능","음악","기악","예체능"
"A119_연기전공","연기전공","연기전공","예체능","연극영화","연극","예체능"
"A119_연출전공","연출전공","연출전공","예체능","연극영화","연극","예체능"
"A119_피아노전공","피아노전공","피아노전공","예체능","음악","피아노","예체능"
"A119_한국무용전공","한국무용전공","한국무용전공","예체능","무용체육","무용","예체능"
"A123_ITM전공(인문)","ITM전공(인문)","ITM전공","공학","산업안전","산업공학","인문"
"A123_경영학전공","경영학전공","경영학전공","사회","경영경제","경영학","인문"
"A123_글로벌테크노경영전공(인문)","글로벌테크노경영전공(인문)","글로벌테크노경영전공","사회","경영경제","경영학","인문"
"A123_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"A123_산업정보시스템전공(인문)","산업정보시스템전공(인문)","산업정보시스템전공","공학","산업안전","산업공학","인문"
"A123_행정학과","행정학과","행정학과","사회","사회과학","행정학","인문"
"A123_ITM전공(자연)","ITM전공(자연)","ITM전공","공학","산업안전","산업공학","자연"
"A123_MSDE학과","MSDE학과","MSDE학과","공학","기계","기계공학","자연"
"A123_건설시스템공학과","건설시스템공학과","건설시스템공학과","공학","건설","토목공학","자연"
"A123_신소재공학과","신소재공학과","신소재공학과","공학","재료","신소재공학","자연"
"A123_안경광학과","안경광학과","안경광학과","자연","보건","안경광학","자연"
"A123_안전공학과","안전공학과","안전공학과","공학","산업안전","안전공학","자연"
"A123_전기정보공학과","전기정보공학과","전기정보공학과","공학","전기전자컴퓨터","전기공학","자연"
"A123_정밀화학과","정밀화학과","정밀화학과","자연","화학생명과학환경","화학","자연"
"A123_컴퓨터공학과","컴퓨터공학과","컴퓨터공학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A123_환경공학과","환경공학과","환경공학과","공학","건설","환경공학","자연"
"A123_건축공학전공","건축공학전공","건축공학전공","공학","건설","건축공학","자연"
"A123_건축학전공","건축학전공","건축학전공","공학","건설","건축학","자연"
"A123_기계공학과","기계공학과","기계공학과","공학","기계","기계공학","자연"
"A123_산업정보시스템전공(자연)","산업정보시스템전공(자연)","산업정보시스템전공","공학","산업안전","산업공학","자연"
"A123_식품생명공학과","식품생명공학과","식품생명공학과","자연","농림수산","식품가공학","자연"
"A123_전자공학과","전자공학과","전자공학과","공학","전기전자컴퓨터","전자공학","자연"
"A123_화공생명공학과","화공생명공학과","화공생명공학과","공학","화공고분자에너지","화학공학","자연"
"A123_금속공예디자인학과","금속공예디자인학과","금속공예디자인학과","예체능","미술","공예","예체능"
"A123_도예학과","도예학과","도예학과","예체능","미술","공예","예체능"
"A123_산업디자인전공","산업디자인전공","산업디자인전공","예체능","미술","디자인","예체능"
"A123_스포츠과학과","스포츠과학과","스포츠과학과","예체능","무용체육","체육","예체능"
"A123_조형예술학과","조형예술학과","조형예술학과","예체능","미술","순수미술","예체능"
"A120_초등교육과","초등교육과","초등교육과","교육","교육","초등교육","인문"
"A121_글로벌휴먼경영전공","글로벌휴먼경영전공","글로벌휴먼경영전공","사회","경영경제","경영정보학","인문"
"A121_사회복지전공","사회복지전공","사회복지전공","사회","사회과학","사회복지학","인문"
"A121_기독교신학전공","기독교신학전공","기독교신학전공","인문","인문학","종교학","인문"
"A121_음악전공","음악전공","성악, 피아노","예체능","음악","음악학","예체능"
"A121_무용전공","무용전공","한국무용, 발레, 현대무용","예체능","무용체육","무용","예체능"
"A122_경영대학","경영대학","경영대학","사회","경영경제","경영학","인문"
"A122_경제학부","경제학부","경제학부","사회","경영경제","경제학","인문"
"A122_국어교육과","국어교육과","국어교육과","교육","교육","중등언어교육","인문"
"A122_농경제사회학부","농경제사회학부","농경제사회학부","사회","경영경제","경제학","인문"
"A122_사회교육과","사회교육과","사회교육과","교육","교육","중등사회교육","인문"
"A122_사회학과","사회학과","사회학과","사회","사회과학","사회학","인문"
"A122_소비자학전공","소비자학전공","소비자학전공","사회","사회과학","소비자가정자원","인문"
"A122_심리학과","심리학과","심리학과","사회","사회과학","심리학","인문"
"A122_아동가족학전공","아동가족학전공","아동가족학전공","사회","사회과학","아동가족학","인문"
"A122_역사교육과","역사교육과","역사교육과","교육","교육","중등사회교육","인문"
"A122_영어교육과","영어교육과","영어교육과","교육","교육","중등언어교육","인문"
"A122_인문계열","인문계열","국어국문학과, 중어중문학과, 영어영문학과, 불어불문학과, 독어독문학과, 노어노문학과, 서어서문학과, 언어학과, 아시아언어문명학부, 국사학과, 동양사학과, 서양사학과, 고고미술사학과, 철학과, 종교학과, 미학과","인문","인문학","인문학","인문"
"A122_정치외교학부","정치외교학부","정치학전공, 외교학전공","사회","사회과학","정치외교학","인문"
"A122_지리교육과","지리교육과","지리교육과","교육","교육","중등사회교육","인문"
"A122_지리학과","지리학과","지리학과","사회","사회과학","도시지역지리학","인문"
"A122_간호대학(유형2)","간호대학(유형2)","간호학과","의학","간호","간호학","자연"
"A122_건설환경도시공학부","건설환경도시공학부","건설환경도시공학부","공학","건설","토목공학","자연"
"A122_건축학과","건축학과","건축학과","공학","건설","건축학","자연"
"A122_기계공학부","기계공학부","기계공학부","공학","기계","기계공학","자연"
"A122_물리교육과","물리교육과","물리교육과","교육","교육","중등자연과학교육","자연"
"A122_물리학전공","물리학전공","물리학전공","자연","수학물리천문지구","물리학","자연"
"A122_바이오시스템소재학부","바이오시스템소재학부","바이오시스템공학전공, 바이오소재공학전공","공학","재료","신소재공학","자연"
"A122_산림과학부","산림과학부","산림환경학전공, 환경재료과학전공","자연","농림수산","산림학","자연"
"A122_산업공학과","산업공학과","산업공학과","공학","산업안전","산업공학","자연"
"A122_생명과학부","생명과학부","생명과학부","자연","화학생명과학환경","생명과학","자연"
"A122_생물교육과","생물교육과","생물교육과","교육","교육","중등자연과학교육","자연"
"A122_수리과학부","수리과학부","수리과학부","자연","수학물리천문지구","수학","자연"
"A122_수학교육과","수학교육과","수학교육과","교육","교육","중등자연과학교육","자연"
"A122_식물생산과학부","식물생산과학부","작물생명과학전공, 원예생명공학전공, 산업인력개발학전공","자연","농림수산","작물원예학","자연"
"A122_식품동물생명공학부","식품동물생명공학부","식품생명공학전공, 동물생명공학전공","자연","농림수산","축산학","자연"
"A122_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"A122_항공우주공학과","항공우주공학과","항공우주공학과","공학","기계","항공우주공학","자연"
"A122_원자핵공학과","원자핵공학과","원자핵공학과","공학","화공고분자에너지","에너지공학","자연"
"A122_응용생물화학부","응용생물화학부","응용생명화학전공, 응용생물학전공","자연","농림수산","농림수산환경생태학","자연"
"A122_의류학과(유형2)","의류학과(유형2)","의류학과","자연","생활과학","의류의상학","자연"
"A122_의예과","의예과","의예과","의학","의료예과","의예과","자연"
"A122_재료공학부","재료공학부","재료공학부","공학","재료","재료공학","자연"
"A122_전기정보공학부","전기정보공학부","전기정보공학부","공학","전기전자컴퓨터","전기공학","자연"
"A122_조경지역시스템공학부","조경지역시스템공학부","조경학전공, 지역시스템공학전공","공학","건설","조경학","자연"
"A122_조선해양공학과","조선해양공학과","조선해양공학과","공학","기계","조선해양공학","자연"
"A122_지구과학교육과","지구과학교육과","지구과학교육과","교육","교육","중등자연과학교육","자연"
"A122_천문학전공","천문학전공","천문학전공","자연","수학물리천문지구","천문기상학","자연"
"A122_컴퓨터공학부","컴퓨터공학부","컴퓨터공학부","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A122_화학교육과","화학교육과","화학교육과","교육","교육","중등자연과학교육","자연"
"A122_화학부","화학부","화학부","자연","화학생명과학환경","화학","자연"
"A122_화학생물공학부","화학생물공학부","화학생물공학부","공학","화공고분자에너지","생명공학","자연"
"A122_체육교육과","체육교육과","체육교육과","교육","교육","중등예술체육교육","예체능"
"A124_경영학부","경영학부","경영학부","사회","경영경제","경영학","인문"
"A124_경제학부","경제학부","경제학부","사회","경영경제","경제학","인문"
"A124_국사학과","국사학과","국사학과","인문","인문학","역사고고학","인문"
"A124_국어국문학과","국어국문학과","국어국문학과","인문","언어문학","국어국문학","인문"
"A124_국제관계학과","국제관계학과","국제관계학과","사회","사회과학","국제학","인문"
"A124_도시사회학과","도시사회학과","도시사회학과","사회","사회과학","사회학","인문"
"A124_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"A124_세무학과","세무학과","세무학과","사회","경영경제","금융회계세무학","인문"
"A124_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"A124_중국어문화학과","중국어문화학과","중국어문화학과","인문","언어문학","중국어문학","인문"
"A124_철학과","철학과","철학과","인문","인문학","철학윤리학","인문"
"A124_행정학과","행정학과","행정학과","사회","사회과학","행정학","인문"
"A124_도시행정학과","도시행정학과","도시행정학과","사회","사회과학","행정학","인문"
"A124_자유전공학부(인문)","자유전공학부(인문)","자유전공학부(제외 : 융합전공학부, 인공지능학과, 융합응용화학과, 첨단융합학부, 음악학과, 디지안학과, 조각학과, 스포츠과학과)","사회","자유전공","자유전공","인문"
"A124_건축공학전공","건축공학전공","건축공학전공","공학","건설","건축공학","자연"
"A124_건축학전공","건축학전공","건축학전공","공학","건설","건축학","자연"
"A124_공간정보공학과","공간정보공학과","공간정보공학과","공학","건설","도시공학","자연"
"A124_교통공학과","교통공학과","교통공학과","공학","건설","도시공학","자연"
"A124_기계정보공학과","기계정보공학과","기계정보공학과","공학","기계","기계공학","자연"
"A124_도시공학과","도시공학과","도시공학과","공학","건설","도시공학","자연"
"A124_물리학과","물리학과","물리학과","자연","수학물리천문지구","물리학","자연"
"A124_생명과학과","생명과학과","생명과학과","자연","화학생명과학환경","생명과학","자연"
"A124_수학과","수학과","수학과","자연","수학물리천문지구","수학","자연"
"A124_신소재공학과","신소재공학과","신소재공학과","공학","재료","신소재공학","자연"
"A124_전자전기컴퓨터공학부","전자전기컴퓨터공학부","전자전기컴퓨터공학부","공학","전기전자컴퓨터","전자공학","자연"
"A124_조경학과","조경학과","조경학과","공학","건설","조경학","자연"
"A124_컴퓨터과학부","컴퓨터과학부","컴퓨터과학부","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A124_토목공학과","토목공학과","토목공학과","공학","건설","토목공학","자연"
"A124_통계학과","통계학과","통계학과","자연","수학물리천문지구","통계학","자연"
"A124_화학공학과","화학공학과","화학공학과","공학","화공고분자에너지","화학공학","자연"
"A124_환경공학부","환경공학부","환경공학부","공학","건설","환경공학","자연"
"A124_환경원예학과","환경원예학과","환경원예학과","자연","농림수산","작물원예학","자연"
"A124_시각디자인전공","시각디자인전공","시각디자인전공","예체능","미술","디자인","예체능"
"A124_스포츠과학과","스포츠과학과","스포츠과학과","예체능","무용체육","체육","예체능"
"A124_음악학과(관악-트럼본전공)","음악학과(관악-트럼본전공)","트럼본","예체능","음악","기악","예체능"
"A124_음악학과(작곡전공)","음악학과(작곡전공)","작곡","예체능","음악","작곡","예체능"
"A124_음악학과(타악기전공)","음악학과(타악기전공)","타악기","예체능","음악","기악","예체능"
"A124_음악학과(피아노전공)","음악학과(피아노전공)","피아노","예체능","음악","피아노","예체능"
"A124_음악학과(현악-바이올린전공)","음악학과(현악-바이올린전공)","바이올린","예체능","음악","기악","예체능"
"A124_음악학과(현악-비올라전공)","음악학과(현악-비올라전공)","비올라","예체능","음악","기악","예체능"
"A124_음악학과(현악-첼로전공)","음악학과(현악-첼로전공)","첼로","예체능","음악","기악","예체능"
"A124_조각학과","조각학과","조각학과","예체능","미술","순수미술","예체능"
"C111_기독교교육과","기독교교육과","기독교교육과","사회","교육","교육학","인문"
"C111_신학과","신학과","신학과","인문","인문학","종교학","인문"
"C111_아동보육학과","아동보육학과","아동보육학과","교육","교육","유아교육학","인문"
"C111_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"C111_글로벌경영학과","글로벌경영학과","글로벌경영학과","사회","경영경제","경영학","인문"
"C111_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"C111_일본어문화콘텐츠학과","일본어문화콘텐츠학과","일본어문화콘텐츠학과","인문","언어문학","일본어문학","인문"
"C111_중국언어문화콘텐츠학과","중국언어문화콘텐츠학과","중국언어문화콘텐츠학과","인문","언어문학","중국어문학","인문"
"C111_교회음악과(성악)","교회음악과(성악)","성악","예체능","음악","음악학","예체능"
"C111_교회음악과(오르간)","교회음악과(오르간)","오르간","예체능","음악","음악학","예체능"
"C111_교회음악과(아트&뉴미디어작곡)","교회음악과(아트&뉴미디어작곡)","아트&뉴미디어작곡","예체능","음악","음악학","예체능"
"C111_교회음악과(피아노)","교회음악과(피아노)","피아노","예체능","음악","피아노","예체능"
"C111_실용음악과(건반)","실용음악과(건반)","건반","예체능","음악","실용음악","예체능"
"C111_실용음악과(기타)","실용음악과(기타)","기타","예체능","음악","실용음악","예체능"
"C111_실용음악과(드럼타악기)","실용음악과(드럼타악기)","드럼/타악기","예체능","음악","실용음악","예체능"
"C111_실용음악과(베이스)","실용음악과(베이스)","베이스","예체능","음악","실용음악","예체능"
"C111_실용음악과(보컬)","실용음악과(보컬)","보컬","예체능","음악","실용음악","예체능"
"A125_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"A125_심리인지과학학부","심리인지과학학부","인지학습과학전공, 응용심리전공","교육","교육","교육학","인문"
"A125_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"A125_아동학과","아동학과","아동학과","사회","사회과학","아동가족학","인문"
"A125_언론영상학부","언론영상학부","디지털영상전공, 저널리즘전공, 비즈니스커뮤니케이션전공","사회","사회과학","언론방송매체학","인문"
"A125_일어일문학과","일어일문학과","일어일문학과","인문","언어문학","일본어문학","인문"
"A125_경제학과","경제학과","경제학과","사회","경영경제","경제학","인문"
"A125_국어국문학과","국어국문학과","국어국문학과","인문","언어문학","국어국문학","인문"
"A125_기독교학과","기독교학과","기독교학과","인문","인문학","종교학","인문"
"A125_독일문화콘텐츠전공","독일문화콘텐츠전공","독일문화콘텐츠전공","인문","언어문학","독일어문학","인문"
"A125_문헌정보학과","문헌정보학과","문헌정보학과","사회","사회과학","문헌정보학","인문"
"A125_프랑스문화콘텐츠전공","프랑스문화콘텐츠전공","프랑스문화콘텐츠전공","인문","언어문학","프랑스어문학","인문"
"A125_사학과","사학과","사학과","인문","인문학","역사고고학","인문"
"A125_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"A125_중어중문학과","중어중문학과","중어중문학과","인문","언어문학","중국어문학","인문"
"A125_행정학과","행정학과","행정학과","사회","사회과학","행정학","인문"
"A125_디지털미디어학과","디지털미디어학과","디지털미디어학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A125_소프트웨어학과","소프트웨어학과","소프트웨어학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"A125_식품생명공학과","식품생명공학과","식품생명공학과","자연","생활과학","식품영양학","자연"
"A125_지능정보보호학부","지능정보보호학부","사이버보안전공, 개인정보보호전공","공학","전기전자컴퓨터","정보통신공학","자연"
"A125_패션산업학과","패션산업학과","패션산업학과","자연","생활과학","의류의상학","자연"
"A125_수학과","수학과","수학과","자연","수학물리천문지구","수학","자연"
"A125_원예생명조경학과","원예생명조경학과","원예생명조경학과","자연","농림수산","작물원예학","자연"
"A125_화학과","화학과","화학과","자연","화학생명과학환경","생명과학","자연"
"A125_산업디자인학과","산업디자인학과","산업디자인학과","예체능","미술","디자인","예체능"
"A125_아트앤디자인스쿨(공예_컬렉터블디자인전공)","아트앤디자인스쿨(공예_컬렉터블디자인전공)","아트앤디자인스쿨(공예_컬렉터블디자인전공)","예체능","미술","공예","예체능"
"A125_아트앤디자인스쿨(시각디자인전공)","아트앤디자인스쿨(시각디자인전공)","시각디자인전공","예체능","미술","디자인","예체능"
"A125_아트앤디자인스쿨(현대미술전공)","아트앤디자인스쿨(현대미술전공)","현대미술전공","예체능","미술","순수미술","예체능"
"A125_스포츠운동과학과","스포츠운동과학과","스포츠운동과학과","예체능","무용체육","체육","예체능"
"A146_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"A146_신학과","신학과","신학과","인문","인문학","종교학","인문"
"A146_재활복지학과","재활복지학과","재활복지학과","사회","사회과학","사회복지학","인문"
"A146_상담심리학과","상담심리학과","상담심리학과","사회","사회과학","심리학","인문"
"G105_경영학부","경영학부","경영학전공, 회계학전공, 무역학전공","사회","경영경제","경영학","인문"
"G105_사회교육과","사회교육과","사회교육과","교육","교육","중등사회교육","인문"
"G105_사회복지학부","사회복지학부","사회복지학전공, 복지행정학전공","사회","사회과학","사회복지학","인문"
"G105_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"G105_건축학과","건축학과","건축학과","공학","건설","건축학","자연"
"G105_미디어콘텐츠학부","미디어콘텐츠학부","멀티미디어전공, 영상미디어전공","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"G105_뷰티학과","뷰티학과","뷰티학과","예체능","미술","뷰티아트","자연"
"G105_생물교육과","생물교육과","생물교육과","교육","교육","중등자연과학교육","자연"
"G105_식품영양학과","식품영양학과","식품영양학과","자연","생활과학","식품영양학","자연"
"G105_헬스케어운동학과","헬스케어운동학과","헬스케어운동학과","자연","보건","임상보건","예체능"
"G105_제약공학과","제약공학과","제약공학과","공학","화공고분자에너지","생명공학","자연"
"G105_AI소프트웨어학과","AI소프트웨어학과","AI소프트웨어학과","공학","전기전자컴퓨터","전산학컴퓨터공학","자연"
"G105_패션의류학과","패션의류학과","패션의류학과","자연","생활과학","의류의상학","자연"
"G105_호텔외식조리학부","호텔외식조리학부","호텔조리전공, 호텔디저트식음료전공","자연","생활과학","조리과학","자연"
"G105_바이오코스메틱학과","바이오코스메틱학과","바이오코스메틱학과","공학","화공고분자에너지","생명공학","자연"
"G105_환경공학과","환경공학과","환경공학과","공학","건설","환경공학","자연"
"G105_레저스포츠학부","레저스포츠학부","스포츠지도전공, 스포츠산업전공","예체능","무용체육","체육","예체능"
"G105_디자인학과","디자인학과","디자인학과","예체능","미술","디자인","예체능"
"G105_음악교육과","음악교육과","음악교육과","교육","교육","중등예술체육교육","예체능"
"G105_체육교육과","체육교육과","체육교육과","교육","교육","중등예술체육교육","예체능"
"F115_간호학과","간호학과","간호학과","의학","간호","간호학","자연"
"F115_물리치료학과","물리치료학과","물리치료학과","자연","보건","물리치료","자연"
"F115_응급구조학과","응급구조학과","응급구조학과","자연","보건","응급구조","자연"
"F115_치위생학과","치위생학과","치위생학과","자연","보건","치위생","자연"
"F115_스포츠과학과","스포츠과학과","스포츠과학과","예체능","무용체육","체육","예체능"
"C113_경영학과","경영학과","경영학과","사회","경영경제","경영학","인문"
"C113_관광학과","관광학과","관광학과","사회","경영경제","관광학","인문"
"C113_국어국문학과","국어국문학과","국어국문학과","인문","언어문학","국어국문학","인문"
"C113_국제개발협력학과","국제개발협력학과","국제개발협력학과","사회","사회과학","국제학","인문"
"C113_글로벌물류학과","글로벌물류학과","글로벌물류학과","사회","경영경제","무역유통학","인문"
"C113_사회복지학과","사회복지학과","사회복지학과","사회","사회과학","사회복지학","인문"
"C113_영어영문학과","영어영문학과","영어영문학과","인문","언어문학","영어영문학","인문"
"C113_유아교육과","유아교육과","유아교육과","교육","교육","유아교육학","인문"
"C113_중어중문학과","중어중문학과","중어중문학과","인문","언어문학","중국어문학","인문"
"C113_행정학부","행정학부","행정학전공, 지역공공인재학전공","사회","사회과학","행정학","인문"
"C113_도시디자인정보공학과","도시디자인정보공학과","도시디자인정보공학과","공학","건설","도시공학","자연"
