source,target,type
PROC_1733,N110_사회학과,FOR_MAJOR
PROC_1733,나군,IN_PERIOD
N110,PROC_1734,OFFERS
PROC_1734,N110_실내환경디자인학과,FOR_MAJOR
PROC_1734,나군,IN_PERIOD
N110,PROC_1735,OFFERS
PROC_1735,N110_심리학과,FOR_MAJOR
PROC_1735,나군,IN_PERIOD
N110,PROC_1736,OFFERS
PROC_1736,N110_아동가족학과,FOR_MAJOR
PROC_1736,나군,IN_PERIOD
N110,PROC_1737,OFFERS
PROC_1737,N110_영어영문학과,FOR_MAJOR
PROC_1737,나군,IN_PERIOD
N110,PROC_1738,OFFERS
PROC_1738,N110_예술문화영상학과,FOR_MAJOR
PROC_1738,나군,IN_PERIOD
N110,PROC_1739,OFFERS
PROC_1739,N110_정치외교학과,FOR_MAJOR
PROC_1739,나군,IN_PERIOD
N110,PROC_1740,OFFERS
PROC_1740,N110_철학과,FOR_MAJOR
PROC_1740,나군,IN_PERIOD
N110,PROC_1741,OFFERS
PROC_1741,N110_한문학과,FOR_MAJOR
PROC_1741,나군,IN_PERIOD
N110,PROC_1742,OFFERS
PROC_1742,N110_행정학과,FOR_MAJOR
PROC_1742,나군,IN_PERIOD
N110,PROC_1743,OFFERS
PROC_1743,N110_건축공학과,FOR_MAJOR
PROC_1743,가군,IN_PERIOD
N110,PROC_1744,OFFERS
PROC_1744,N110_대기환경과학과,FOR_MAJOR
PROC_1744,가군,IN_PERIOD
N110,PROC_1745,OFFERS
PROC_1745,N110_디자인테크놀로지전공,FOR_MAJOR
PROC_1745,가군,IN_PERIOD
N110,PROC_1746,OFFERS
PROC_1746,N110_물리교육과,FOR_MAJOR
PROC_1746,가군,IN_PERIOD
N110,PROC_1747,OFFERS
PROC_1747,N110_물리학과,FOR_MAJOR
PROC_1747,가군,IN_PERIOD
N110,PROC_1748,OFFERS
PROC_1748,N110_미생물학과,FOR_MAJOR
PROC_1748,가군,IN_PERIOD
N110,PROC_1749,OFFERS
PROC_1749,N110_분자생물학과,FOR_MAJOR
PROC_1749,가군,IN_PERIOD
N110,PROC_1750,OFFERS
PROC_1750,N110_산업공학과,FOR_MAJOR
PROC_1750,가군,IN_PERIOD
N110,PROC_1751,OFFERS
PROC_1751,N110_생물교육과,FOR_MAJOR
PROC_1751,가군,IN_PERIOD
N110,PROC_1752,OFFERS
PROC_1752,N110_수학교육과,FOR_MAJOR
PROC_1752,가군,IN_PERIOD
N110,PROC_1753,OFFERS
PROC_1753,N110_식품영양학과,FOR_MAJOR
PROC_1753,가군,IN_PERIOD
N110,PROC_1754,OFFERS
PROC_1754,N110_유기소재시스템공학과,FOR_MAJOR
PROC_1754,가군,IN_PERIOD
N110,PROC_1755,OFFERS
PROC_1755,N110_전기공학전공,FOR_MAJOR
PROC_1755,가군,IN_PERIOD
N110,PROC_1756,OFFERS
PROC_1756,N110_지구과학교육과,FOR_MAJOR
PROC_1756,가군,IN_PERIOD
N110,PROC_1757,OFFERS
PROC_1757,N110_통계학과,FOR_MAJOR
PROC_1757,가군,IN_PERIOD
N110,PROC_1758,OFFERS
PROC_1758,N110_항공우주공학과,FOR_MAJOR
PROC_1758,나군,IN_PERIOD
N110,PROC_1759,OFFERS
PROC_1759,N110_화공생명공학과,FOR_MAJOR
PROC_1759,가군,IN_PERIOD
N110,PROC_1760,OFFERS
PROC_1760,N110_화학교육과,FOR_MAJOR
PROC_1760,가군,IN_PERIOD
N110,PROC_1761,OFFERS
PROC_1761,N110_고분자공학과,FOR_MAJOR
PROC_1761,나군,IN_PERIOD
N110,PROC_1762,OFFERS
PROC_1762,N110_기계공학부,FOR_MAJOR
PROC_1762,나군,IN_PERIOD
N110,PROC_1763,OFFERS
PROC_1763,N110_생명과학과,FOR_MAJOR
PROC_1763,나군,IN_PERIOD
N110,PROC_1764,OFFERS
PROC_1764,N110_수학과,FOR_MAJOR
PROC_1764,나군,IN_PERIOD
N110,PROC_1765,OFFERS
PROC_1765,N110_재료공학부,FOR_MAJOR
PROC_1765,나군,IN_PERIOD
N110,PROC_1766,OFFERS
PROC_1766,N110_전자공학전공,FOR_MAJOR
PROC_1766,나군,IN_PERIOD
N110,PROC_1767,OFFERS
PROC_1767,N110_조선해양공학과,FOR_MAJOR
PROC_1767,나군,IN_PERIOD
N110,PROC_1768,OFFERS
PROC_1768,N110_지질환경과학과,FOR_MAJOR
PROC_1768,나군,IN_PERIOD
N110,PROC_1769,OFFERS
PROC_1769,N110_해양학과,FOR_MAJOR
PROC_1769,나군,IN_PERIOD
N110,PROC_1770,OFFERS
PROC_1770,N110_화학과,FOR_MAJOR
PROC_1770,나군,IN_PERIOD
N110,PROC_1771,OFFERS
PROC_1771,N110_스포츠과학과,FOR_MAJOR
PROC_1771,가군,IN_PERIOD
N110,PROC_1772,OFFERS
PROC_1772,N110_디자인학과(시각디자인전공),FOR_MAJOR
PROC_1772,가군,IN_PERIOD
N110,PROC_1773,OFFERS
PROC_1773,N110_디자인학과(애니메이션전공),FOR_MAJOR
PROC_1773,가군,IN_PERIOD
N110,PROC_1774,OFFERS
PROC_1774,N110_조형학과(가구목조형전공),FOR_MAJOR
PROC_1774,가군,IN_PERIOD
N110,PROC_1775,OFFERS
PROC_1775,N110_조형학과(도예전공),FOR_MAJOR
PROC_1775,가군,IN_PERIOD
N110,PROC_1776,OFFERS
PROC_1776,N110_조형학과(섬유금속전공),FOR_MAJOR
PROC_1776,가군,IN_PERIOD
M104,경남,LOCATED_IN
M104,PROC_1777,OFFERS
PROC_1777,M104_식품자원경제학과,FOR_MAJOR
PROC_1777,나군,IN_PERIOD
M104,PROC_1778,OFFERS
PROC_1778,M104_바이오산업기계공학과,FOR_MAJOR
PROC_1778,가군,IN_PERIOD
M104,PROC_1779,OFFERS
PROC_1779,M104_바이오환경에너지학과,FOR_MAJOR
PROC_1779,가군,IN_PERIOD
M104,PROC_1780,OFFERS
PROC_1780,M104_원예생명과학과,FOR_MAJOR
PROC_1780,가군,IN_PERIOD
M104,PROC_1781,OFFERS
PROC_1781,M104_조경학과,FOR_MAJOR
PROC_1781,가군,IN_PERIOD
M104,PROC_1782,OFFERS
PROC_1782,M104_IT응용공학과,FOR_MAJOR
PROC_1782,나군,IN_PERIOD
M104,PROC_1783,OFFERS
PROC_1783,M104_바이오소재과학과,FOR_MAJOR
PROC_1783,가군,IN_PERIOD
M104,PROC_1784,OFFERS
PROC_1784,M104_생명환경화학과,FOR_MAJOR
PROC_1784,나군,IN_PERIOD
M104,PROC_1785,OFFERS
PROC_1785,M104_식품공학과,FOR_MAJOR
PROC_1785,나군,IN_PERIOD
M115,경남,LOCATED_IN
M115,PROC_1786,OFFERS
PROC_1786,M115_의예과,FOR_MAJOR
PROC_1786,나군,IN_PERIOD
M115,PROC_1787,OFFERS
PROC_1787,M115_치의예과,FOR_MAJOR
PROC_1787,나군,IN_PERIOD
M115,PROC_1788,OFFERS
PROC_1788,M115_간호학과,FOR_MAJOR
PROC_1788,가군,IN_PERIOD
M115,PROC_1789,OFFERS
PROC_1789,M115_한의학전문대학원학석사통합과정,FOR_MAJOR
PROC_1789,가군,IN_PERIOD
N111,부산,LOCATED_IN
N111,PROC_1790,OFFERS
PROC_1790,N111_사회체육전공,FOR_MAJOR
PROC_1790,가군,IN_PERIOD
A116,서울,LOCATED_IN
A116,PROC_1791,OFFERS
PROC_1791,A116_상담심리학과,FOR_MAJOR
PROC_1791,가군,IN_PERIOD
A116,PROC_1792,OFFERS
PROC_1792,A116_유아교육과,FOR_MAJOR
PROC_1792,나군,IN_PERIOD
A116,PROC_1793,OFFERS
PROC_1793,A116_영어영문학과,FOR_MAJOR
PROC_1793,다군,IN_PERIOD
A116,PROC_1794,OFFERS
PROC_1794,A116_건축학과(5년제),FOR_MAJOR
PROC_1794,가군,IN_PERIOD
A116,PROC_1795,OFFERS
PROC_1795,A116_물리치료학과,FOR_MAJOR
PROC_1795,가군,IN_PERIOD
A116,PROC_1796,OFFERS
PROC_1796,A116_컴퓨터공학부,FOR_MAJOR
PROC_1796,가군,IN_PERIOD
A116,PROC_1797,OFFERS
PROC_1797,A116_간호학과,FOR_MAJOR
PROC_1797,다군,IN_PERIOD
A116,PROC_1798,OFFERS
PROC_1798,A116_체육학과,FOR_MAJOR
PROC_1798,가군,IN_PERIOD
A116,PROC_1799,OFFERS
PROC_1799,A116_아트앤디자인학과,FOR_MAJOR
PROC_1799,가군,IN_PERIOD
A116,PROC_1800,OFFERS
PROC_1800,A116_음악학과(관현타악),FOR_MAJOR
PROC_1800,다군,IN_PERIOD
A116,PROC_1801,OFFERS
PROC_1801,A116_음악학과(성악),FOR_MAJOR
PROC_1801,다군,IN_PERIOD
A116,PROC_1802,OFFERS
PROC_1802,A116_음악학과(피아노),FOR_MAJOR
PROC_1802,다군,IN_PERIOD
A117,서울,LOCATED_IN
A117,PROC_1803,OFFERS
PROC_1803,A117_가족복지학과,FOR_MAJOR
PROC_1803,나군,IN_PERIOD
A117,PROC_1804,OFFERS
PROC_1804,A117_경영학부,FOR_MAJOR
PROC_1804,나군,IN_PERIOD
A117,PROC_1805,OFFERS
PROC_1805,A117_경제금융학부,FOR_MAJOR
PROC_1805,나군,IN_PERIOD
A117,PROC_1806,OFFERS
PROC_1806,A117_공간환경학부,FOR_MAJOR
PROC_1806,나군,IN_PERIOD
A117,PROC_1807,OFFERS
PROC_1807,A117_행정학부,FOR_MAJOR
PROC_1807,나군,IN_PERIOD
A117,PROC_1808,OFFERS
PROC_1808,A117_글로벌경영학과,FOR_MAJOR
PROC_1808,나군,IN_PERIOD
A117,PROC_1809,OFFERS
PROC_1809,A117_문헌정보학전공,FOR_MAJOR
PROC_1809,나군,IN_PERIOD
A117,PROC_1810,OFFERS
PROC_1810,A117_역사콘텐츠전공,FOR_MAJOR
PROC_1810,나군,IN_PERIOD
A117,PROC_1811,OFFERS
PROC_1811,A117_지적재산권전공,FOR_MAJOR
PROC_1811,나군,IN_PERIOD
A117,PROC_1812,OFFERS
PROC_1812,A117_한일문화콘텐츠전공,FOR_MAJOR
PROC_1812,나군,IN_PERIOD
A117,PROC_1813,OFFERS
PROC_1813,A117_교육학과,FOR_MAJOR
PROC_1813,나군,IN_PERIOD
A117,PROC_1814,OFFERS
PROC_1814,A117_국어교육과,FOR_MAJOR
PROC_1814,나군,IN_PERIOD
A117,PROC_1815,OFFERS
PROC_1815,A117_영어교육과,FOR_MAJOR
PROC_1815,나군,IN_PERIOD
A117,PROC_1816,OFFERS
PROC_1816,A117_게임전공,FOR_MAJOR
PROC_1816,나군,IN_PERIOD
A117,PROC_1817,OFFERS
PROC_1817,A117_생명공학전공,FOR_MAJOR
PROC_1817,나군,IN_PERIOD
A117,PROC_1818,OFFERS
PROC_1818,A117_식품영양학전공,FOR_MAJOR
PROC_1818,나군,IN_PERIOD
A117,PROC_1819,OFFERS
PROC_1819,A117_의류학과,FOR_MAJOR
PROC_1819,나군,IN_PERIOD
A117,PROC_1820,OFFERS
PROC_1820,A117_전기공학전공,FOR_MAJOR
PROC_1820,나군,IN_PERIOD
A117,PROC_1821,OFFERS
PROC_1821,A117_컴퓨터과학전공,FOR_MAJOR
PROC_1821,나군,IN_PERIOD
A117,PROC_1822,OFFERS
PROC_1822,A117_화공신소재전공,FOR_MAJOR
PROC_1822,나군,IN_PERIOD
A117,PROC_1823,OFFERS
PROC_1823,A117_화학에너지공학전공,FOR_MAJOR
PROC_1823,나군,IN_PERIOD
A117,PROC_1824,OFFERS
PROC_1824,A117_휴먼AI공학전공,FOR_MAJOR
PROC_1824,나군,IN_PERIOD
A117,PROC_1825,OFFERS
PROC_1825,A117_수학교육과,FOR_MAJOR
PROC_1825,나군,IN_PERIOD
F114,충남,LOCATED_IN
F114,PROC_1826,OFFERS
PROC_1826,F114_글로벌금융경영학부,FOR_MAJOR
PROC_1826,나군,IN_PERIOD
F114,PROC_1827,OFFERS
PROC_1827,F114_글로벌지역학부,FOR_MAJOR
PROC_1827,나군,IN_PERIOD
F114,PROC_1828,OFFERS
PROC_1828,F114_한국언어문화전공,FOR_MAJOR
PROC_1828,나군,IN_PERIOD
F114,PROC_1829,OFFERS
PROC_1829,F114_간호학과,FOR_MAJOR
PROC_1829,나군,IN_PERIOD
F114,PROC_1830,OFFERS
PROC_1830,F114_건설시스템공학과,FOR_MAJOR
PROC_1830,나군,IN_PERIOD
F114,PROC_1831,OFFERS
PROC_1831,F114_경영공학과,FOR_MAJOR
PROC_1831,나군,IN_PERIOD
F114,PROC_1832,OFFERS
PROC_1832,F114_그린화학공학과,FOR_MAJOR
PROC_1832,나군,IN_PERIOD
F114,PROC_1833,OFFERS
PROC_1833,F114_소프트웨어학과,FOR_MAJOR
PROC_1833,나군,IN_PERIOD
F114,PROC_1834,OFFERS
PROC_1834,F114_스마트정보통신공학과,FOR_MAJOR
PROC_1834,나군,IN_PERIOD
F114,PROC_1835,OFFERS
PROC_1835,F114_시스템반도체공학과,FOR_MAJOR
PROC_1835,나군,IN_PERIOD
F114,PROC_1836,OFFERS
PROC_1836,F114_식품공학과,FOR_MAJOR
PROC_1836,나군,IN_PERIOD
F114,PROC_1837,OFFERS
PROC_1837,F114_전자공학과,FOR_MAJOR
PROC_1837,나군,IN_PERIOD
F114,PROC_1838,OFFERS
PROC_1838,F114_정보보안공학과,FOR_MAJOR
PROC_1838,나군,IN_PERIOD
F114,PROC_1839,OFFERS
PROC_1839,F114_휴먼지능로봇공학과,FOR_MAJOR
PROC_1839,나군,IN_PERIOD
F114,PROC_1840,OFFERS
PROC_1840,F114_사진영상미디어전공,FOR_MAJOR
PROC_1840,가군,IN_PERIOD
F114,PROC_1841,OFFERS
PROC_1841,F114_문화예술경영전공,FOR_MAJOR
PROC_1841,나군,IN_PERIOD
F114,PROC_1842,OFFERS
PROC_1842,F114_연극전공(이론),FOR_MAJOR
PROC_1842,나군,IN_PERIOD
F114,PROC_1843,OFFERS
PROC_1843,F114_디자인학부,FOR_MAJOR
PROC_1843,나군,IN_PERIOD
F114,PROC_1844,OFFERS
PROC_1844,F114_디지털만화영상전공,FOR_MAJOR
PROC_1844,나군,IN_PERIOD
F114,PROC_1845,OFFERS
PROC_1845,F114_무대미술전공,FOR_MAJOR
PROC_1845,나군,IN_PERIOD
F114,PROC_1846,OFFERS
PROC_1846,F114_스포츠융합자유전공학부,FOR_MAJOR
PROC_1846,나군,IN_PERIOD
F114,PROC_1847,OFFERS
PROC_1847,F114_연극전공(연기),FOR_MAJOR
PROC_1847,나군,IN_PERIOD
F114,PROC_1848,OFFERS
PROC_1848,F114_영화영상전공(연기),FOR_MAJOR
PROC_1848,나군,IN_PERIOD
F114,PROC_1849,OFFERS
PROC_1849,F114_영화영상전공(연출/스태프),FOR_MAJOR
PROC_1849,나군,IN_PERIOD
D106,강원,LOCATED_IN
D106,PROC_1850,OFFERS
PROC_1850,D106_경영학과,FOR_MAJOR
PROC_1850,가군,IN_PERIOD
D106,PROC_1851,OFFERS
PROC_1851,D106_호텔항공관광경영학과,FOR_MAJOR
PROC_1851,가군,IN_PERIOD
D106,PROC_1852,OFFERS
PROC_1852,D106_문화콘텐츠학과,FOR_MAJOR
PROC_1852,다군,IN_PERIOD
D106,PROC_1853,OFFERS
PROC_1853,D106_미디어영상광고학과,FOR_MAJOR
PROC_1853,다군,IN_PERIOD
D106,PROC_1854,OFFERS
PROC_1854,D106_경찰법학과,FOR_MAJOR
PROC_1854,다군,IN_PERIOD
D106,PROC_1855,OFFERS
PROC_1855,D106_사회복지학과,FOR_MAJOR
PROC_1855,다군,IN_PERIOD
D106,PROC_1856,OFFERS
PROC_1856,D106_동물자원학과,FOR_MAJOR
PROC_1856,다군,IN_PERIOD
D106,PROC_1857,OFFERS
PROC_1857,D106_조경산림학과,FOR_MAJOR
PROC_1857,가군,IN_PERIOD
D106,PROC_1858,OFFERS
PROC_1858,D106_간호학과,FOR_MAJOR
PROC_1858,나군,IN_PERIOD
D106,PROC_1859,OFFERS
PROC_1859,D106_물리치료학과,FOR_MAJOR
PROC_1859,나군,IN_PERIOD
D106,PROC_1860,OFFERS
PROC_1860,D106_보건계열,FOR_MAJOR
PROC_1860,나군,IN_PERIOD
D106,PROC_1861,OFFERS
PROC_1861,D106_임상병리학과,FOR_MAJOR
PROC_1861,나군,IN_PERIOD
D106,PROC_1862,OFFERS
PROC_1862,D106_건설환경공학과,FOR_MAJOR
PROC_1862,다군,IN_PERIOD
D106,PROC_1863,OFFERS
PROC_1863,D106_스마트팜생명과학과,FOR_MAJOR
PROC_1863,가군,IN_PERIOD
D106,PROC_1864,OFFERS
PROC_1864,D106_컴퓨터공학과,FOR_MAJOR
PROC_1864,다군,IN_PERIOD
D106,PROC_1865,OFFERS
PROC_1865,D106_한의예과(A형),FOR_MAJOR
PROC_1865,다군,IN_PERIOD
D106,PROC_1866,OFFERS
PROC_1866,D106_산업융합디자인학과,FOR_MAJOR
PROC_1866,가군,IN_PERIOD
D106,PROC_1867,OFFERS
PROC_1867,D106_리빙디자인학과,FOR_MAJOR
PROC_1867,가군,IN_PERIOD
D106,PROC_1868,OFFERS
PROC_1868,D106_시각영상디자인학과,FOR_MAJOR
PROC_1868,가군,IN_PERIOD
D106,PROC_1869,OFFERS
PROC_1869,D106_체육학전공,FOR_MAJOR
PROC_1869,가군,IN_PERIOD
A118,서울,LOCATED_IN
A118,PROC_1870,OFFERS
PROC_1870,A118_경영학부,FOR_MAJOR
PROC_1870,나군,IN_PERIOD
A118,PROC_1871,OFFERS
PROC_1871,A118_경제학과,FOR_MAJOR
PROC_1871,나군,IN_PERIOD
A118,PROC_1872,OFFERS
PROC_1872,A118_사회과학부,FOR_MAJOR
PROC_1872,나군,IN_PERIOD
A118,PROC_1873,OFFERS
PROC_1873,A118_영문학부,FOR_MAJOR
PROC_1873,나군,IN_PERIOD
A118,PROC_1874,OFFERS
PROC_1874,A118_유럽문화학과,FOR_MAJOR
PROC_1874,나군,IN_PERIOD
A118,PROC_1875,OFFERS
PROC_1875,A118_인문학부,FOR_MAJOR
PROC_1875,나군,IN_PERIOD
A118,PROC_1876,OFFERS
PROC_1876,A118_중국문화학과,FOR_MAJOR
PROC_1876,나군,IN_PERIOD
A118,PROC_1877,OFFERS
PROC_1877,A118_지식융합미디어학부,FOR_MAJOR
PROC_1877,나군,IN_PERIOD
A118,PROC_1878,OFFERS
PROC_1878,A118_기계공학과,FOR_MAJOR
PROC_1878,나군,IN_PERIOD
A118,PROC_1879,OFFERS
PROC_1879,A118_물리학과,FOR_MAJOR
PROC_1879,나군,IN_PERIOD
A118,PROC_1880,OFFERS
PROC_1880,A118_생명과학과,FOR_MAJOR
PROC_1880,나군,IN_PERIOD
A118,PROC_1881,OFFERS
PROC_1881,A118_수학과,FOR_MAJOR
PROC_1881,나군,IN_PERIOD
A118,PROC_1882,OFFERS
PROC_1882,A118_전자공학과,FOR_MAJOR
PROC_1882,나군,IN_PERIOD
A118,PROC_1883,OFFERS
PROC_1883,A118_컴퓨터공학과,FOR_MAJOR
PROC_1883,나군,IN_PERIOD
A118,PROC_1884,OFFERS
PROC_1884,A118_화공생명공학과,FOR_MAJOR
PROC_1884,나군,IN_PERIOD
A118,PROC_1885,OFFERS
PROC_1885,A118_화학과,FOR_MAJOR
PROC_1885,나군,IN_PERIOD
A119,서울,LOCATED_IN
A119,PROC_1886,OFFERS
PROC_1886,A119_모델연기전공(남),FOR_MAJOR
PROC_1886,가군,IN_PERIOD
A119,PROC_1887,OFFERS
PROC_1887,A119_모델연기전공(여),FOR_MAJOR
PROC_1887,가군,IN_PERIOD
A119,PROC_1888,OFFERS
PROC_1888,A119_무대기술(무대),FOR_MAJOR
PROC_1888,가군,IN_PERIOD
A119,PROC_1889,OFFERS
PROC_1889,A119_LF_라이프스타일디자인전공,FOR_MAJOR
PROC_1889,가군,IN_PERIOD
A119,PROC_1890,OFFERS
PROC_1890,A119_VD_비주얼디자인전공,FOR_MAJOR
PROC_1890,가군,IN_PERIOD
A119,PROC_1891,OFFERS
PROC_1891,"A119_실용음악학부(관악/색소폰,트럼펫,트럼본)",FOR_MAJOR
PROC_1891,가군,IN_PERIOD
A119,PROC_1892,OFFERS
PROC_1892,A119_실용음악학부(기타),FOR_MAJOR
PROC_1892,가군,IN_PERIOD
A119,PROC_1893,OFFERS
PROC_1893,A119_실용음악학부(드럼),FOR_MAJOR
PROC_1893,가군,IN_PERIOD
A119,PROC_1894,OFFERS
PROC_1894,A119_실용음악학부(베이스),FOR_MAJOR
PROC_1894,가군,IN_PERIOD
A119,PROC_1895,OFFERS
PROC_1895,A119_실용음악학부(보컬),FOR_MAJOR
PROC_1895,가군,IN_PERIOD
A119,PROC_1896,OFFERS
PROC_1896,A119_실용음악학부(싱어송라이터),FOR_MAJOR
PROC_1896,가군,IN_PERIOD
A119,PROC_1897,OFFERS
PROC_1897,A119_실용음악학부(작곡),FOR_MAJOR
PROC_1897,가군,IN_PERIOD
A119,PROC_1898,OFFERS
PROC_1898,A119_실용음악학부(피아노),FOR_MAJOR
PROC_1898,가군,IN_PERIOD
A119,PROC_1899,OFFERS
PROC_1899,A119_뮤지컬전공(남),FOR_MAJOR
PROC_1899,나군,IN_PERIOD
A119,PROC_1900,OFFERS
PROC_1900,A119_뮤지컬전공(여),FOR_MAJOR
PROC_1900,나군,IN_PERIOD
A119,PROC_1901,OFFERS
PROC_1901,A119_관현악전공(관악-바순),FOR_MAJOR
PROC_1901,다군,IN_PERIOD
A119,PROC_1902,OFFERS
PROC_1902,A119_관현악전공(관악-색소폰),FOR_MAJOR
PROC_1902,다군,IN_PERIOD
A119,PROC_1903,OFFERS
PROC_1903,A119_관현악전공(관악-클라리넷),FOR_MAJOR
PROC_1903,다군,IN_PERIOD
A119,PROC_1904,OFFERS
PROC_1904,A119_관현악전공(관악-튜바),FOR_MAJOR
PROC_1904,다군,IN_PERIOD
A119,PROC_1905,OFFERS
PROC_1905,A119_관현악전공(관악-트럼펫),FOR_MAJOR
PROC_1905,다군,IN_PERIOD
A119,PROC_1906,OFFERS
PROC_1906,A119_관현악전공(관악-플룻),FOR_MAJOR
PROC_1906,다군,IN_PERIOD
A119,PROC_1907,OFFERS
PROC_1907,A119_관현악전공(관악-혼),FOR_MAJOR
PROC_1907,다군,IN_PERIOD
A119,PROC_1908,OFFERS
PROC_1908,A119_관현악전공(현악-더블베이스),FOR_MAJOR
PROC_1908,다군,IN_PERIOD
A119,PROC_1909,OFFERS
PROC_1909,A119_관현악전공(현악-바이올린),FOR_MAJOR
PROC_1909,다군,IN_PERIOD
A119,PROC_1910,OFFERS
PROC_1910,A119_관현악전공(현악-비올라),FOR_MAJOR
PROC_1910,다군,IN_PERIOD
A119,PROC_1911,OFFERS
PROC_1911,A119_관현악전공(현악-첼로),FOR_MAJOR
PROC_1911,다군,IN_PERIOD
A119,PROC_1912,OFFERS
PROC_1912,A119_연기전공,FOR_MAJOR
PROC_1912,다군,IN_PERIOD
A119,PROC_1913,OFFERS
PROC_1913,A119_연출전공,FOR_MAJOR
PROC_1913,다군,IN_PERIOD
A119,PROC_1914,OFFERS
PROC_1914,A119_피아노전공,FOR_MAJOR
PROC_1914,가군,IN_PERIOD
A119,PROC_1915,OFFERS
PROC_1915,A119_한국무용전공,FOR_MAJOR
PROC_1915,다군,IN_PERIOD
A123,서울,LOCATED_IN
A123,PROC_1916,OFFERS
PROC_1916,A123_ITM전공(인문),FOR_MAJOR
PROC_1916,가군,IN_PERIOD
A123,PROC_1917,OFFERS
PROC_1917,A123_경영학전공,FOR_MAJOR
PROC_1917,가군,IN_PERIOD
A123,PROC_1918,OFFERS
PROC_1918,A123_글로벌테크노경영전공(인문),FOR_MAJOR
PROC_1918,가군,IN_PERIOD
A123,PROC_1919,OFFERS
PROC_1919,A123_영어영문학과,FOR_MAJOR
PROC_1919,가군,IN_PERIOD
A123,PROC_1920,OFFERS
PROC_1920,A123_산업정보시스템전공(인문),FOR_MAJOR
PROC_1920,가군,IN_PERIOD
A123,PROC_1921,OFFERS
PROC_1921,A123_행정학과,FOR_MAJOR
PROC_1921,가군,IN_PERIOD
A123,PROC_1922,OFFERS
PROC_1922,A123_ITM전공(자연),FOR_MAJOR
PROC_1922,가군,IN_PERIOD
A123,PROC_1923,OFFERS
PROC_1923,A123_MSDE학과,FOR_MAJOR
PROC_1923,가군,IN_PERIOD
A123,PROC_1924,OFFERS
PROC_1924,A123_건설시스템공학과,FOR_MAJOR
PROC_1924,나군,IN_PERIOD
A123,PROC_1925,OFFERS
PROC_1925,A123_신소재공학과,FOR_MAJOR
PROC_1925,나군,IN_PERIOD
A123,PROC_1926,OFFERS
PROC_1926,A123_안경광학과,FOR_MAJOR
PROC_1926,가군,IN_PERIOD
A123,PROC_1927,OFFERS
PROC_1927,A123_안전공학과,FOR_MAJOR
PROC_1927,나군,IN_PERIOD
A123,PROC_1928,OFFERS
PROC_1928,A123_전기정보공학과,FOR_MAJOR
PROC_1928,가군,IN_PERIOD
A123,PROC_1929,OFFERS
PROC_1929,A123_정밀화학과,FOR_MAJOR
PROC_1929,가군,IN_PERIOD
A123,PROC_1930,OFFERS
PROC_1930,A123_컴퓨터공학과,FOR_MAJOR
PROC_1930,가군,IN_PERIOD
A123,PROC_1931,OFFERS
PROC_1931,A123_환경공학과,FOR_MAJOR
PROC_1931,가군,IN_PERIOD
A123,PROC_1932,OFFERS
PROC_1932,A123_건축공학전공,FOR_MAJOR
PROC_1932,나군,IN_PERIOD
A123,PROC_1933,OFFERS
PROC_1933,A123_건축학전공,FOR_MAJOR
PROC_1933,나군,IN_PERIOD
A123,PROC_1934,OFFERS
PROC_1934,A123_기계공학과,FOR_MAJOR
PROC_1934,나군,IN_PERIOD
A123,PROC_1935,OFFERS
PROC_1935,A123_산업정보시스템전공(자연),FOR_MAJOR
PROC_1935,가군,IN_PERIOD
A123,PROC_1936,OFFERS
PROC_1936,A123_식품생명공학과,FOR_MAJOR
PROC_1936,가군,IN_PERIOD
A123,PROC_1937,OFFERS
PROC_1937,A123_전자공학과,FOR_MAJOR
PROC_1937,가군,IN_PERIOD
A123,PROC_1938,OFFERS
PROC_1938,A123_화공생명공학과,FOR_MAJOR
PROC_1938,가군,IN_PERIOD
A123,PROC_1939,OFFERS
PROC_1939,A123_금속공예디자인학과,FOR_MAJOR
PROC_1939,나군,IN_PERIOD
A123,PROC_1940,OFFERS
PROC_1940,A123_도예학과,FOR_MAJOR
PROC_1940,나군,IN_PERIOD
A123,PROC_1941,OFFERS
PROC_1941,A123_산업디자인전공,FOR_MAJOR
PROC_1941,나군,IN_PERIOD
A123,PROC_1942,OFFERS
PROC_1942,A123_스포츠과학과,FOR_MAJOR
PROC_1942,나군,IN_PERIOD
A123,PROC_1943,OFFERS
PROC_1943,A123_조형예술학과,FOR_MAJOR
PROC_1943,나군,IN_PERIOD
A120,서울,LOCATED_IN
A120,PROC_1944,OFFERS
PROC_1944,A120_초등교육과,FOR_MAJOR
PROC_1944,나군,IN_PERIOD
A121,서울,LOCATED_IN
A121,PROC_1945,OFFERS
PROC_1945,A121_글로벌휴먼경영전공,FOR_MAJOR
PROC_1945,나군,IN_PERIOD
A121,PROC_1946,OFFERS
PROC_1946,A121_사회복지전공,FOR_MAJOR
PROC_1946,나군,IN_PERIOD
A121,PROC_1947,OFFERS
PROC_1947,A121_기독교신학전공,FOR_MAJOR
PROC_1947,나군,IN_PERIOD
A121,PROC_1948,OFFERS
PROC_1948,A121_음악전공,FOR_MAJOR
PROC_1948,다군,IN_PERIOD
A121,PROC_1949,OFFERS
PROC_1949,A121_무용전공,FOR_MAJOR
PROC_1949,다군,IN_PERIOD
A122,서울,LOCATED_IN
A122,PROC_1950,OFFERS
PROC_1950,A122_경영대학,FOR_MAJOR
PROC_1950,나군,IN_PERIOD
