"id","name"
"서울","서울"
"경남","경남"
"경기","경기"
"인천","인천"
"강원","강원"
"충북","충북"
"충남","충남"
"대전","대전"
"대구","대구"
"경북","경북"
"부산","부산"
"세종","세종"
"광주","광주"
"전북","전북"
"전남","전남"
"울산","울산"
"제주","제주"
